Symbol	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
MLL3	11739410_x_at	0.471788206	7.782044413	3.594447836	0.008434044	0.165032767	-2.481717026
ECE1	11739461_a_at	0.629301921	7.32884326	5.135044308	0.001244715	0.064370442	-0.533042276
TMEM87B	11739469_at	0.621131788	8.428209085	4.285941141	0.003421424	0.105344178	-1.560582051
TMEM87B	11739470_at	0.491864045	7.717310004	3.810650035	0.006312499	0.143715341	-2.185986625
MGAT4A	11739493_at	-0.538035166	7.835834094	-3.397871323	0.011040806	0.189284617	-2.756156499
PLGLB2	11739530_at	0.398450108	6.160722812	3.390174286	0.01115909	0.190146592	-2.767002601
FN1	11739536_x_at	-0.707045807	5.746709354	-3.566431095	0.008761117	0.168662578	-2.520519668
PIK3R1	11739540_a_at	0.611533802	6.88987269	5.228610912	0.001120461	0.061756359	-0.4268672
RFWD3	11739558_at	-0.570654348	7.190944023	-5.028216383	0.001405583	0.068078304	-0.655956547
GDAP1	11739560_at	-0.547977987	9.314327666	-4.445115132	0.002808072	0.096260053	-1.359109786
GDAP1	11739561_at	-0.600055814	8.861655763	-3.465078657	0.010063377	0.181254309	-2.661765773
BIRC5	11739602_a_at	-1.141884774	7.182901354	-10.33109313	1.45E-05	0.019966431	3.685804597
BIRC5	11739603_x_at	-0.558310861	7.711773604	-4.363431414	0.003106227	0.101146502	-1.461991154
CALML4	11739610_a_at	-0.675158478	7.600127715	-4.85966087	0.001708266	0.07495621	-0.853591367
CALML4	11739613_x_at	-0.402979473	4.637989205	-3.601719194	0.008351326	0.164288108	-2.471663838
CD44	11739617_x_at	0.517243202	8.95760693	4.475094212	0.002706648	0.094583591	-1.321620654
BIRC5	11739653_a_at	-1.023488757	5.338660287	-7.553210471	0.000115396	0.024069966	1.807429448
GALNT6	11739667_at	0.583081927	9.425615904	4.960426187	0.001519539	0.07028934	-0.734895784
FAM107B	11739687_a_at	0.662988752	9.444896444	5.783465229	0.000615071	0.046464298	0.174987234
FAM107B	11739688_a_at	1.059471198	6.699764301	9.18314181	3.19E-05	0.019966431	2.993342104
DCAF11	11739690_a_at	0.511329985	7.948207545	4.317612828	0.00328855	0.103851217	-1.520169813
GINS3	11739763_a_at	-1.125022106	7.649169354	-7.392040635	0.00013262	0.024853419	1.675041636
KIAA0895L	11739764_a_at	0.448573373	5.745746534	3.801755299	0.006387327	0.144819407	-2.19802007
PTPRE	11739768_a_at	-0.417793409	5.679382632	-3.662415546	0.007694065	0.157995977	-2.388032036
C2orf3	11739789_a_at	-0.610125502	4.800133976	-4.420401954	0.002894823	0.097431056	-1.390122862
INPP4B	11739840_a_at	-0.654645618	6.525917811	-4.58904201	0.002356307	0.088152254	-1.180452215
BCL6	11739841_a_at	0.463092974	5.741530208	3.406667925	0.010907269	0.188562792	-2.743769876
TTF2	11739863_a_at	-0.681455247	9.472652315	-4.902076895	0.001625838	0.072692724	-0.803429454
TTF2	11739864_x_at	-0.534950853	9.040139472	-4.203728137	0.00379459	0.110699689	-1.6662314
DNAJB2	11739870_a_at	0.523382432	6.103582024	4.70559275	0.002048856	0.08244057	-1.038230062
USP1	11739895_a_at	-0.641083905	10.17475158	-5.253402216	0.001089888	0.061161023	-0.398965532
OPA1	11739927_s_at	-0.519800538	7.131912384	-3.674865372	0.007566284	0.156908684	-2.370941462
MCM8	11739930_a_at	-1.01634778	6.717041197	-6.453051889	0.000313789	0.03481402	0.841139327
MCM8	11739931_x_at	-1.104957603	6.251467465	-4.57182954	0.002405871	0.088816085	-1.201641971
FAM111B	11739932_a_at	-1.393461849	6.475531212	-6.047389062	0.000468781	0.041432663	0.445139376
FAM111B	11739933_a_at	-1.505458534	4.814643957	-6.684577297	0.000251613	0.032346966	1.057139793
HMGXB4	11739936_a_at	-0.475474306	7.581011346	-4.22133857	0.003711057	0.109987282	-1.643510172
CASC5	11739950_a_at	-0.459694124	5.002216749	-3.789790951	0.0064895	0.145200291	-2.214224708
VPS36	11739960_a_at	0.434033304	8.068852644	3.4743398	0.009936146	0.180366067	-2.64880358
B3GAT2	11739962_a_at	-0.415778494	3.812003055	-3.697800581	0.007336852	0.153615999	-2.33951449
ZNF101	11739968_a_at	0.424291608	6.277768905	3.646483792	0.007860995	0.159328398	-2.409934262
MIER1	11739969_a_at	0.782921928	5.705747325	5.155813913	0.001215868	0.063681913	-0.50935486
NUAK1	11739972_at	0.386396159	6.661720117	3.404872177	0.010934388	0.188702067	-2.746297721
NUAK1	11739973_s_at	0.478490993	7.93970698	4.237941944	0.00363414	0.10881036	-1.622133445
TMEM25	11739994_x_at	0.475259743	4.87206822	4.079855248	0.004443605	0.120100045	-1.827440025
NEIL3	11740013_at	-0.740993457	6.762339532	-4.716224009	0.002023091	0.081741145	-1.02536639
CENPP	11740052_a_at	-1.192917293	6.471613362	-7.740342409	9.85E-05	0.02322127	1.957457823
ATPBD4	11740090_at	-0.73116945	4.342192015	-5.00652758	0.00144098	0.068557436	-0.681132658
SMC2	11740118_a_at	-1.005828317	7.933414148	-6.632734597	0.000264234	0.032398833	1.009387357
SMC2	11740119_x_at	-0.891776088	7.635359279	-7.41983844	0.000129454	0.024853419	1.698088517
SMC2	11740120_a_at	-1.0189331	6.382097269	-4.687669098	0.002093117	0.083614855	-1.05995875
ZNF419	11740123_x_at	0.472125026	5.268221881	3.765001378	0.006706881	0.147421021	-2.247866842
RG9MTD2	11740146_a_at	0.549674485	5.710855449	4.683038736	0.002104721	0.083791586	-1.065580532
CHST4	11740224_a_at	-0.46493261	4.615497964	-3.399935662	0.011009311	0.189038359	-2.753248818
RAB27B	11740235_at	0.517899535	4.652726836	4.043861739	0.004654225	0.12294006	-1.874733862
ZWINT	11740253_a_at	-0.837254937	8.612026829	-6.838842444	0.000217878	0.030122572	1.197178909
NEDD1	11740287_a_at	-0.600060333	7.810597651	-4.591218816	0.00235012	0.088004911	-1.177775825
APITD1	11740303_a_at	-0.684093605	7.945984434	-4.4188488	0.002900372	0.09744469	-1.392075235
C14orf145	11740327_a_at	-0.711828663	6.425411096	-4.159601843	0.004013068	0.11337147	-1.723379865
RASGRP1	11740370_a_at	-0.443173001	6.99529512	-3.528789124	0.009222257	0.172965378	-2.57281975
FGFR2	11740394_a_at	-0.710885872	6.326900388	-4.208766962	0.003770481	0.110425998	-1.659725204
FGFR2	11740409_a_at	-1.038164205	5.877877675	-5.88246171	0.000554942	0.043844648	0.277506278
BRCA2	11740416_at	-1.286310558	6.567136437	-8.711131044	4.53E-05	0.020282953	2.676550797
PLA2R1	11740418_at	0.501174952	3.771578993	3.706363901	0.007253128	0.152568456	-2.327799805
PRKDC	11740423_a_at	-0.532418742	8.392552149	-4.069775322	0.004501521	0.121022682	-1.840664209
CBX5	11740499_a_at	-0.654742784	7.819439074	-4.829084376	0.001770547	0.076070498	-0.889930891
WDR31	11740598_x_at	0.473589572	4.743307404	3.716269719	0.007157566	0.151587331	-2.314261665
APH1B	11740603_a_at	0.810536008	8.073500934	6.577430143	0.000278485	0.032768039	0.958058188
TMEM30A	11740614_s_at	0.491962709	8.045219363	3.866984897	0.005860117	0.138213292	-2.110045613
GPR19	11740637_at	-0.466177855	4.779247824	-3.488991221	0.009738382	0.178413866	-2.628319556
AKNAD1	11740698_a_at	0.39117847	3.500307057	3.545190331	0.009018194	0.170850572	-2.550008461
OPA1	11740746_s_at	-0.497349793	6.910643317	-3.621434324	0.008131423	0.162153418	-2.444442813
LIN54	11740773_s_at	-0.875702144	5.317433142	-4.574464885	0.002398209	0.088816085	-1.198394571
ILF3	11740781_a_at	-0.982363553	6.088055963	-3.696194614	0.00735267	0.153682602	-2.34171263
PRAMEF1 /// PRAMEF13 /// PRAMEF14 /// PRAMEF2	11740808_s_at	0.392170035	8.364356128	3.529760888	0.009210029	0.172932624	-2.571467195
ZNF682	11740870_a_at	-0.42781343	4.713822883	-3.72705472	0.007055069	0.151124549	-2.299537979
OAS1	11740891_a_at	0.949409687	7.694684888	7.842617885	9.04E-05	0.02309181	2.037821423
C17orf80	11740922_a_at	0.427418069	5.910103374	3.548939475	0.008972234	0.170602658	-2.544799079
NUSAP1	11740934_a_at	-0.949301748	7.901631608	-5.245671142	0.001099322	0.061466338	-0.407656239
MB	11740983_x_at	0.877638857	7.929589491	7.215688315	0.000154856	0.026051174	1.526720859
CDCA8	11741015_a_at	-0.986701748	7.519955074	-6.366244936	0.000341394	0.035666851	0.758307455
NDST4	11741028_a_at	-0.585744382	5.52429867	-3.593292288	0.00844727	0.165060261	-2.483315322
HMMR	11741032_a_at	-0.65295758	7.870571923	-4.63020326	0.002242278	0.086647737	-1.129974047
LAMP2	11741053_a_at	-0.793167169	5.168383032	-4.684902887	0.002100041	0.083752471	-1.063316825
APLP2	11741085_a_at	0.444748376	9.410963997	3.804185884	0.006366785	0.144552297	-2.194730638
CORO2A	11741095_at	0.907921132	7.315147748	6.207040674	0.000399371	0.038086445	0.603715261
CORO2A	11741096_x_at	0.558847507	6.164030287	4.411920579	0.00292527	0.097762468	-1.400789004
ADK	11741123_x_at	-0.848288947	6.902597366	-3.844333762	0.006037635	0.140561017	-2.140523122
CHN1	11741135_s_at	-0.578999173	8.743348715	-4.889238242	0.001650314	0.073051243	-0.818582195
XAF1	11741202_x_at	0.987999471	6.610572313	6.832697556	0.000219121	0.030209972	1.191658913
CDK2	11741208_a_at	-0.844394566	8.023357195	-6.624592819	0.00026628	0.032398833	1.001856036
CASC5	11741225_a_at	-1.145160206	6.164202942	-8.30506282	6.21E-05	0.020371342	2.387355133
GGPS1	11741231_a_at	0.412318979	9.195209604	3.603595223	0.008330127	0.164177062	-2.469071268
TMEM144	11741276_s_at	0.644440601	6.205474883	3.794807577	0.006446445	0.14518668	-2.20742757
RFC5	11741284_a_at	-0.829658693	9.38723624	-4.959259676	0.001521588	0.07031837	-0.736260563
SAMD8	11741306_a_at	0.49701882	6.277155938	4.254929101	0.003557248	0.107363025	-1.600308056
RTN3	11741316_x_at	0.580476784	9.775077246	3.871036137	0.005828969	0.137842735	-2.104602704
LRP8	11741376_a_at	-0.617965709	8.057718925	-4.000512986	0.00492245	0.126211077	-1.931959534
NRF1	11741386_a_at	-0.458954331	5.826204249	-3.952298156	0.005240716	0.131144533	-1.99594973
HMBOX1	11741393_a_at	0.512998104	6.977866025	4.171270215	0.003953989	0.112472803	-1.708238033
GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// GGTLC3	11741396_s_at	1.172459146	6.274493322	7.484517779	0.00012241	0.02446079	1.751368173
STMN1	11741400_a_at	-0.810371077	8.276411335	-6.334796386	0.000352057	0.036151566	0.728046269
RECQL4	11741414_a_at	-0.549738368	7.747184898	-4.630096961	0.002242565	0.086647737	-1.130104053
NDUFAF3	11741452_a_at	0.470653001	9.871929033	4.1945788	0.003838798	0.111241463	-1.678055447
PRKAG1	11741462_a_at	0.616088239	8.780586591	3.612050665	0.008235299	0.163434691	-2.45739231
SLTM	11741470_s_at	-0.55719784	8.376569321	-3.879193454	0.005766796	0.13715886	-2.093650692
FAM111B	11741492_x_at	-1.38859026	6.474825741	-6.495223573	0.000301287	0.034123975	0.88101314
BTBD1	11741494_a_at	1.043669469	6.911371409	9.084175972	3.43E-05	0.019966431	2.928574269
C5orf13	11741504_a_at	0.444316821	3.484668704	3.686561486	0.007448328	0.155288536	-2.354905523
C5orf13	11741506_x_at	0.519346796	4.888844215	4.295051818	0.003382608	0.104966898	-1.548940613
DMKN	11741539_x_at	0.473551132	7.406437375	4.151752205	0.004053355	0.114277681	-1.733578303
EIF3C /// EIF3CL	11741663_x_at	-0.448351806	7.72459688	-3.401097537	0.010991628	0.189038359	-2.751612515
SIP1	11741695_a_at	-0.503060972	6.330791969	-3.461460263	0.010113562	0.181582508	-2.66683318
HIST1H2BJ	11741700_s_at	-0.685972912	5.871228789	-3.725129795	0.007073246	0.151292265	-2.302164659
HIST1H2BJ	11741701_x_at	-0.566658484	3.728107476	-4.763385932	0.001913023	0.079838078	-0.968521072
HIST1H2BC	11741704_x_at	0.730639288	4.402251995	3.787376384	0.006510334	0.145475837	-2.217497576
NEDD1	11741727_a_at	-0.562933166	7.149495459	-3.841398921	0.006061059	0.140785227	-2.144477615
CENPN	11741735_a_at	-0.717393149	6.961534148	-3.80516431	0.006358535	0.144431259	-2.193406731
CENPN	11741736_at	-0.491943178	4.99269394	-3.476490278	0.009906851	0.18013945	-2.64579528
DLG1	11741748_a_at	-0.397008577	5.370668596	-3.552045361	0.00893435	0.170285202	-2.540484921
SNX21	11741769_s_at	0.430636695	5.442082172	3.527635154	0.009236801	0.173172528	-2.574426072
TCEA2	11741773_x_at	0.398444554	8.772431877	3.606083835	0.008302095	0.164119875	-2.465632887
WNT2B	11741806_a_at	0.820093464	5.702993832	5.884494849	0.000553778	0.043844648	0.279596731
GSTZ1	11741827_x_at	0.537503442	8.394009722	4.841680727	0.001744591	0.075810813	-0.874942186
THRB	11741923_a_at	0.447696686	4.846761478	4.011559024	0.004852538	0.125549603	-1.917349773
VEGFA	11741965_x_at	0.591379107	6.201806992	5.109662762	0.001281001	0.065198407	-0.562082045
DUSP6	11741980_a_at	-0.463960589	4.117055236	-3.592891198	0.008451866	0.165084896	-2.483870132
WBSCR22	11741995_x_at	-0.398177998	10.28575109	-3.535774449	0.009134745	0.172237787	-2.563099973
NMNAT2	11742025_a_at	0.506477811	5.111454418	4.368897259	0.003085227	0.100740951	-1.455073347
CD44	11742043_a_at	0.669862637	7.239298284	5.701690349	0.00067024	0.048094282	0.089212475
CHORDC1	11742061_a_at	-0.616897841	4.050508469	-4.367851269	0.003089234	0.100740951	-1.456396825
RAB27A	11742071_x_at	-0.725400855	5.420542999	-5.73940722	0.000644138	0.047162179	0.128897473
CD164	11742099_x_at	0.39477232	9.41849027	3.425570123	0.01062615	0.186169286	-2.7171858
PREPL	11742200_a_at	0.725393445	7.252278116	5.807106101	0.000600079	0.045834742	0.199600103
CD46	11742219_a_at	0.74221397	8.26206365	6.293737681	0.000366543	0.036738369	0.68833388
CD46	11742220_x_at	0.580840616	8.463595265	4.987219119	0.001473322	0.069186036	-0.703608772
DEPDC1B	11742238_a_at	-0.744767493	6.517484607	-4.134703484	0.004142385	0.115781996	-1.755761915
DEPDC1B	11742239_a_at	-1.055115837	8.023280421	-4.723038001	0.002006766	0.081317291	-1.017131151
CDCA4	11742467_a_at	-0.615863666	5.595903366	-3.714225857	0.007177171	0.151679796	-2.31705383
AR	11742471_a_at	0.732745352	6.303408442	5.840083736	0.000579841	0.044913049	0.233796291
MAPK14	11742487_a_at	0.488629471	6.136255696	4.418338943	0.002902197	0.09744469	-1.39271623
ERP29	11742681_s_at	0.399552695	11.76762135	3.603292706	0.008333541	0.164177062	-2.469489297
WAC	11742693_a_at	0.498046962	7.066643635	3.459552919	0.010140123	0.181825812	-2.669505008
C17orf89	11742702_a_at	-0.476725705	7.899622754	-3.717187457	0.007148782	0.151587331	-2.313008117
P4HTM	11742708_a_at	0.438955163	8.391319484	3.59398776	0.008439307	0.165032767	-2.482353357
TBRG1	11742714_a_at	-0.463770046	3.952211673	-3.932247349	0.005379607	0.13293243	-2.022665841
NUSAP1	11742735_a_at	-0.877731855	8.269473451	-3.695517572	0.007359349	0.153757283	-2.34263943
RAB9A	11742737_a_at	0.532098834	9.487369247	4.217309055	0.003729991	0.110152698	-1.64870476
FGF12	11742753_a_at	0.636628537	4.110768707	4.09870442	0.004337473	0.118806447	-1.802753841
KIAA1370	11742763_a_at	0.464945636	10.08507605	4.130299998	0.004165726	0.116093816	-1.76149913
LRP10	11742795_at	0.494155052	9.259333228	4.086118762	0.004408027	0.119696566	-1.81923072
ATF7IP	11742799_at	0.408383965	8.351434553	3.410875962	0.010844002	0.187862756	-2.737847851
ASPM	11742832_a_at	-0.877986449	8.783456877	-6.645686789	0.000261016	0.032398833	1.021350529
UBXN4	11742835_a_at	0.427990162	8.384126322	3.870662767	0.005831833	0.137844582	-2.10510423
RXRA	11742843_a_at	0.943775208	6.603836012	8.06939425	7.51E-05	0.022246524	2.212008648
TXNDC17	11742857_at	-0.666569958	5.144708172	-3.579913114	0.00860205	0.167060337	-2.501834011
ST6GALNAC2	11742883_at	0.929302847	4.946710389	7.548142157	0.000115898	0.024069966	1.80331144
MND1	11742890_at	-1.322834161	6.69192411	-6.228107138	0.000391102	0.037784663	0.624372607
C17orf53	11742891_a_at	-0.490351693	5.762904174	-4.41752437	0.002905114	0.09744469	-1.393740401
ANKRD32	11742908_a_at	-0.660154372	6.646629506	-3.949490001	0.005259931	0.131170908	-1.999687676
POC1A	11742934_s_at	-0.47281694	6.158210814	-4.257201845	0.003547096	0.107363025	-1.597391486
MCM3	11742996_a_at	-0.597830203	8.910812668	-5.100221091	0.001294797	0.065255286	-0.57291054
MCM3	11742997_x_at	-0.963662523	9.711342905	-8.386493028	5.83E-05	0.020282953	2.44663803
ATP7A	11743024_at	0.513795276	6.078147204	3.969411108	0.00512526	0.128965295	-1.973196718
S100A6	11743031_a_at	0.831531048	8.412281281	6.438023858	0.000318384	0.034913801	0.826872398
CGA	11743032_at	0.892294644	7.969506081	7.330809622	0.000139906	0.025067462	1.623958276
DNAJC15	11743049_at	-0.628765826	6.865213774	-4.573361941	0.002401412	0.088816085	-1.199753536
CDKN2C	11743051_s_at	-0.806068698	6.135592131	-7.1394281	0.000165745	0.02698543	1.461436898
DCTPP1	11743061_at	-0.427508746	10.92619485	-3.845156608	0.006031085	0.140474605	-2.139414625
CDC6	11743064_at	-1.01650635	7.863725103	-8.78834347	4.28E-05	0.020282953	2.729759326
CDC6	11743065_at	-1.586459725	9.025570345	-9.855461869	1.99E-05	0.019966431	3.411500185
PRPF38A	11743070_at	-0.610122112	7.593150952	-4.142683293	0.004100451	0.115015284	-1.745372967
LPAR6	11743071_a_at	0.49938882	4.836963738	4.186422594	0.003878683	0.111354662	-1.68860723
BNIP3	11743084_s_at	0.48466848	10.96489601	3.385027611	0.011238939	0.190243257	-2.774258956
SLC36A4	11743090_a_at	-0.97146939	5.682223298	-5.859466538	0.000568302	0.044366079	0.253820899
SLC36A4	11743091_x_at	-0.563137131	6.255559316	-3.995912956	0.004951887	0.126597968	-1.938049204
GLS	11743151_a_at	0.420874725	5.299867653	3.634348554	0.007990771	0.160654736	-2.426641054
HJURP	11743160_a_at	-1.002623766	7.83387655	-7.725327296	9.97E-05	0.023282431	1.945563334
C16orf59	11743181_a_at	-0.483270895	5.874988994	-3.951598179	0.005245499	0.131170908	-1.996881359
RAD51AP1	11743190_s_at	-1.535921603	7.188523596	-6.967358027	0.000193619	0.0288389	1.311534435
ATG13	11743263_a_at	0.383753811	6.827170902	3.372740156	0.011432063	0.192411738	-2.791596183
PTP4A2	11743268_a_at	0.375828484	11.28712083	3.398600039	0.011029677	0.189183484	-2.755130023
SRSF1	11743269_a_at	-0.640001751	8.240402336	-5.106476593	0.001285638	0.065255286	-0.565734632
CENPF	11743295_a_at	-0.752678583	6.663334265	-4.752626488	0.001937539	0.080349459	-0.981458077
CENPF	11743296_a_at	-0.731774678	7.873936014	-5.660146469	0.000700362	0.048945864	0.045255276
FHDC1	11743306_at	-0.6953525	7.013576628	-5.897225799	0.00054655	0.043631425	0.292672877
SMARCA2	11743340_a_at	-0.484575211	5.280749912	-3.421826508	0.010681203	0.186450831	-2.722447297
CD47	11743347_a_at	-0.621678629	7.120911772	-3.361027997	0.011619458	0.19363807	-2.808138632
STAT1	11743353_s_at	0.465274023	11.92042716	4.186628013	0.003877673	0.111354662	-1.688341347
EIF5B	11743365_at	-0.619756787	6.567396822	-4.979070419	0.001487212	0.069574244	-0.713112155
PLCB4	11743366_a_at	0.532361594	3.989443425	3.400280914	0.011004054	0.189038359	-2.752762572
PLCB4	11743367_a_at	0.95935388	6.061451563	8.477856934	5.43E-05	0.020282953	2.51237299
PHTF2	11743389_s_at	-0.517348504	9.362690553	-3.411614798	0.010832935	0.187862756	-2.736808303
VPS35	11743391_a_at	0.541969459	8.169460975	4.441832442	0.002819429	0.096439297	-1.363223629
C4orf34	11743405_a_at	0.67023275	9.133186309	5.512245092	0.000820486	0.052768523	-0.113345556
C4orf34	11743406_x_at	0.698079839	9.81113452	5.870572978	0.000561805	0.044067422	0.265270339
SEZ6L2	11743435_a_at	0.592331493	7.284185223	5.112101672	0.001277464	0.065116459	-0.559287193
PDIA3	11743441_s_at	0.619867272	9.488572782	3.926718961	0.005418603	0.133178004	-2.030042763
CDCA4	11743452_s_at	-0.836527162	8.406358018	-6.545975817	0.000286973	0.033264038	0.928684812
ERGIC1	11743457_a_at	0.764454847	8.402647562	6.878897197	0.00020997	0.029580663	1.233043186
CDCA2	11743511_a_at	-0.434573376	6.628592055	-3.658401866	0.007735755	0.15847732	-2.393546496
GINS2	11743513_a_at	-1.500206515	8.859018194	-8.674269638	4.66E-05	0.020282953	2.650952234
CENPK	11743530_a_at	-1.658402191	7.542226794	-7.322457767	0.000140935	0.02509194	1.616956544
CPE	11743576_at	0.433305425	9.272129989	3.672414074	0.007591261	0.156946306	-2.374304766
TRIM4	11743592_a_at	0.461351435	7.713513366	3.500518721	0.009585761	0.176768723	-2.612222634
RRM1	11743602_a_at	-0.808865127	7.840938505	-6.640061642	0.000262408	0.032398833	1.016157611
RRM1	11743603_a_at	-0.866846875	9.199399117	-5.934577277	0.000525942	0.042885523	0.330901215
RRM1	11743604_s_at	-0.849937003	9.719940355	-4.283286687	0.003432824	0.105467185	-1.563976356
DEK	11743650_s_at	-0.604011126	10.67057175	-3.701990534	0.007295757	0.153009953	-2.333781294
DEK	11743651_a_at	-0.740855965	9.073076297	-5.539140194	0.000797037	0.052195354	-0.084258465
S100A16	11743681_at	0.526709266	10.02630175	4.204890189	0.003789015	0.110641466	-1.664730585
KLF10	11743682_s_at	0.425329203	9.852502077	3.418406054	0.01073177	0.186928824	-2.727256131
HMGB2	11743687_s_at	-0.779241472	11.36172797	-5.79772737	0.000605978	0.046142858	0.18984562
MRPL30	11743691_a_at	0.450494988	8.405063381	3.366897387	0.011525139	0.19291064	-2.799846548
MCM4	11743692_a_at	-1.005106908	7.565434071	-6.291875006	0.000367215	0.036738369	0.686526787
MCM4	11743693_a_at	-0.485962068	6.969997451	-4.197622016	0.003824032	0.111139429	-1.674121105
H2AFV	11743694_at	-0.690629096	8.57619534	-5.211143414	0.001142573	0.062158309	-0.446584031
C13orf27	11743697_a_at	-0.733079842	7.936381981	-4.150345391	0.004060622	0.11432337	-1.735407099
SYCP2	11743708_at	-0.543979111	6.18967215	-3.794042838	0.006452988	0.145200291	-2.208463493
LGALS1	11743721_at	0.504780825	9.039862215	4.316748116	0.003292101	0.103851217	-1.52127103
TNFSF10	11743730_at	0.915199668	7.25121004	5.775592001	0.000620157	0.046636494	0.166771999
TNFSF10	11743731_a_at	0.819908156	6.890777117	5.449703832	0.000878037	0.054323041	-0.18141073
RCAN1	11743732_a_at	-0.612997202	5.951051491	-3.38832427	0.011187722	0.190243257	-2.769610588
LZTFL1	11743774_a_at	0.407023373	7.01182696	3.6006417	0.008363528	0.164462779	-2.473153096
TFAM	11743812_x_at	-0.379607543	7.942940352	-3.409187195	0.010869345	0.188235909	-2.740224212
WHSC1	11743822_a_at	-0.449397403	6.616216217	-3.98021199	0.005053816	0.127915679	-1.95885923
TOPBP1	11743823_at	-0.508433779	8.758362401	-4.354524979	0.003140781	0.101756364	-1.473273804
TOPBP1	11743824_s_at	-0.526413307	9.350244915	-3.441274232	0.010398508	0.18394187	-2.695133457
CEP72	11743875_at	-0.682605353	6.108169928	-4.871576315	0.001684653	0.074183202	-0.839470791
MAML3	11743879_at	0.717876296	6.47167273	4.333969848	0.003222149	0.103023415	-1.499361632
CTPS	11743908_a_at	-0.796289748	9.248773309	-6.434259745	0.000319546	0.034913801	0.823294154
TMEM125	11743921_at	0.382705018	7.259495315	3.472963141	0.009954949	0.180458085	-2.650729699
VAV3	11743933_a_at	0.659164261	7.639764005	5.964467217	0.000510075	0.042359314	0.361347337
CERCAM	11743965_s_at	0.634641645	5.950660982	4.001647279	0.004915221	0.126181979	-1.930458421
DDIT4	11743972_a_at	1.011874927	9.81252204	9.029455834	3.57E-05	0.020004413	2.892392728
SSBP4	11743999_x_at	0.37937585	6.632099779	3.37755477	0.01135597	0.191753333	-2.784800731
NFKBIA	11744000_a_at	0.610631616	10.90695457	5.530813573	0.000804217	0.0522787	-0.093251957
SYT12	11744016_at	0.471890858	7.914978648	4.258092209	0.003543127	0.107351681	-1.596249123
TSPAN1	11744051_at	0.554516849	8.544632861	4.665481255	0.002149373	0.084699999	-1.086928759
ZNFX1	11744054_a_at	0.545398416	8.453753448	4.919656877	0.001592971	0.071800106	-0.782723655
SYNGR2	11744067_s_at	0.474677381	11.22951283	3.922267368	0.005450226	0.133489094	-2.035986222
RPIA	11744116_s_at	-0.565474383	8.157032462	-3.759668201	0.006754672	0.147676563	-2.255116282
ATAD3A	11744160_x_at	-0.554128782	7.561629212	-4.112451686	0.004261814	0.117514479	-1.784784597
MYBL2	11744169_a_at	-0.817337748	7.912629043	-6.961765813	0.000194609	0.0288389	1.306601422
DNAJC4	11744171_a_at	0.412928657	8.402262969	3.522339338	0.009303863	0.173968529	-2.581800094
DNAJC4	11744173_x_at	0.392061809	8.347953069	3.366946377	0.011524355	0.19291064	-2.799777355
C19orf66	11744178_a_at	0.861051287	7.871168036	7.220119844	0.000154249	0.026051174	1.530493094
TM7SF2	11744179_x_at	0.669779482	9.914306556	5.231614014	0.001116707	0.061755786	-0.423482201
RETSAT	11744199_a_at	0.640049256	7.607457172	3.897721183	0.005628243	0.13542532	-2.068812613
ORAI3	11744228_x_at	0.741211491	7.930343427	6.226757343	0.000391626	0.037784663	0.623050877
RFC5	11744232_a_at	-0.829851338	8.562035639	-7.24822944	0.000150456	0.025954501	1.554366154
DDX60	11744236_a_at	0.743991116	8.303888086	4.591052836	0.002350591	0.088004911	-1.177979872
ACADVL	11744255_a_at	0.489935572	8.786777314	4.15685981	0.004027091	0.11370273	-1.726941273
LAMB2	11744265_a_at	0.402720116	7.836199797	3.649533566	0.00782874	0.159232123	-2.405738822
SNRPA	11744270_a_at	-0.503803218	8.176385691	-4.435019035	0.002843163	0.096668465	-1.37176769
ULK1	11744271_a_at	0.44359544	7.872688221	3.898389347	0.005623314	0.135372541	-2.067917849
NCAPD2	11744272_a_at	-0.553405556	7.415700324	-4.582647189	0.002374589	0.088568408	-1.188319096
SLBP	11744273_a_at	-0.787469358	8.74916707	-5.242117642	0.001103688	0.061516944	-0.411653961
NDC80	11744274_at	-1.25726274	8.174537868	-8.463811985	5.49E-05	0.020282953	2.502321043
C16orf75	11744297_a_at	-0.853932462	8.894275376	-5.829439539	0.000586289	0.045100301	0.222776232
CHST15	11744300_at	0.398444684	7.351166766	3.470306399	0.009991344	0.180660899	-2.654447504
PPIL5	11744306_a_at	-1.139766496	9.081939079	-7.197654882	0.000157357	0.026056804	1.51134609
BRCA1	11744317_x_at	-1.306853435	6.782292105	-9.316846183	2.90E-05	0.019966431	3.07949626
CFB	11744331_a_at	0.698510692	6.909967004	5.911624705	0.000538501	0.043266641	0.307433794
NUMA1	11744332_a_at	0.463745599	9.284036889	4.100606965	0.004326916	0.118671685	-1.800265229
GLUL	11744337_a_at	0.415820089	10.0062653	3.41734816	0.010747462	0.187087008	-2.728743724
TUBA1B	11744345_x_at	-0.843576622	12.76181239	-7.312222569	0.000142206	0.025173897	1.608364742
TATDN2	11744354_a_at	0.59001123	6.399846606	5.074188174	0.001333695	0.066476555	-0.602840404
CLDN4	11744371_s_at	0.429502749	9.200363871	3.572157115	0.008693175	0.167925386	-2.512580573
MPI	11744376_a_at	0.474288597	8.722894558	4.020284008	0.004798082	0.124924276	-1.905823238
