Symbol	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
PDE7A	11732430_at	-0.478439672	4.217807284	-5.000793291	0.001417809	0.023937997	-0.980364952
GK	11732432_a_at	-1.123213314	4.423188298	-11.82639006	5.41E-06	0.001163349	4.803908996
RBPMS	11732444_a_at	-1.311020291	5.876487646	-10.59443619	1.15E-05	0.001771792	4.054811289
EXOG	11732447_x_at	-0.683709909	6.350289523	-6.877909077	0.000202892	0.008028483	1.089544565
C1orf135	11732494_at	-1.005812247	6.740714703	-8.224157628	6.35E-05	0.004152685	2.309770179
C1orf135	11732495_at	-0.789516983	5.592471684	-5.858899199	0.00055258	0.014210176	0.025265051
RAD51C	11732520_a_at	-0.763509224	11.59783722	-8.108767459	6.97E-05	0.004407481	2.212544652
FANCD2	11732535_a_at	-0.772924732	5.560318083	-7.842872642	8.68E-05	0.00502305	1.983517998
RBM12B	11732559_at	0.571747259	6.772500453	5.162687442	0.001177971	0.021670694	-0.782468089
SLC6A14	11732565_at	-0.786897052	9.40530991	-6.707785123	0.000237921	0.008787985	0.920946959
ZNF467	11732589_a_at	0.621568284	9.192406543	6.614853461	0.000259883	0.009240469	0.82736801
CEP135	11732601_at	-0.937816237	6.669422053	-8.278891575	6.08E-05	0.004074589	2.355440217
CEP135	11732602_at	-0.836628021	7.391608306	-7.635306147	0.000103405	0.005551031	1.799742745
TRIM45	11732603_a_at	0.604152168	6.904583327	5.601679231	0.000725544	0.016625189	-0.265129311
CYP26A1	11732657_a_at	-0.792357055	4.799607373	-5.870027657	0.00054621	0.014130225	0.037622037
STIL	11732661_x_at	-1.187377643	8.617032472	-11.43921016	6.80E-06	0.001325781	4.578385
ABCA12	11732684_a_at	0.784970803	7.07930569	6.612615273	0.00026044	0.009240469	0.825101155
PIGW	11732726_x_at	-0.807189919	6.513983556	-7.66733093	0.00010062	0.005466705	1.828388983
NUP62CL	11732737_at	-1.090757597	5.583255546	-8.258348049	6.18E-05	0.004092247	2.338332193
RNF152	11732768_at	0.601726254	5.81310093	5.962804048	0.000496174	0.01348608	0.139983035
CCDC57	11732773_at	0.536391332	9.759505254	5.510780146	0.000800453	0.017507031	-0.369973794
ABCB4	11732819_a_at	0.573927344	5.120702801	5.260711075	0.00105479	0.020377372	-0.664525304
RNASEH2B	11732832_a_at	-0.945415644	6.229523579	-8.234272238	6.30E-05	0.004144302	2.318231372
CYP24A1	11732877_a_at	-0.609646316	5.58075975	-5.815797784	0.000578045	0.014596344	-0.022754959
APOBEC3A /// APOBEC3B	11732901_a_at	-0.954057147	8.354648782	-6.802204574	0.000217712	0.008346746	1.014948245
APOBEC3B	11732902_x_at	-0.85802904	8.567496714	-7.178350141	0.000154263	0.006832928	1.378966881
MCM6	11732997_a_at	-1.187010329	9.634298068	-12.76502192	3.18E-06	0.000926344	5.316527361
MCM6	11732998_at	-1.423656328	5.453780134	-9.225658459	2.95E-05	0.002834051	3.102403932
RNF213	11733014_a_at	0.705411358	7.162031466	6.50692145	0.000288286	0.009793215	0.717346117
DALRD3	11733015_a_at	0.526309834	8.222590125	5.556085597	0.000762095	0.017011931	-0.317571046
BTG1	11733024_x_at	0.681917021	9.064767947	6.735830605	0.000231707	0.008681561	0.948980752
PL-5283	11733035_at	-0.639416915	7.16636182	-5.67127916	0.000673447	0.016009728	-0.185641629
DPH3	11733040_a_at	-1.031175231	7.293185027	-8.2251912	6.34E-05	0.004152685	2.310635244
SLC7A2	11733045_at	0.51419705	9.959513177	5.351953974	0.000952849	0.019265215	-0.556003654
SIL1	11733064_a_at	0.64140055	8.476399064	6.582603398	0.000268028	0.009427658	0.794645079
NFYB	11733067_at	-0.617558792	7.13446856	-6.300698617	0.000352737	0.011120217	0.503050343
FOXRED2	11733092_x_at	-0.753217521	7.538240655	-7.539520434	0.000112269	0.005815045	1.713415754
FOXRED2	11733093_a_at	-0.485091173	8.890151845	-5.21762687	0.001107081	0.020916126	-0.716190853
FOXRED2	11733094_s_at	-0.506351465	7.830028481	-4.987972602	0.001438995	0.024102549	-0.996203054
POLD3	11733102_at	-1.064246331	7.521795589	-8.075657987	7.16E-05	0.004468511	2.184408285
POLD3	11733104_at	-0.644335446	5.813843156	-5.396569049	0.000907019	0.018760088	-0.50337988
CA2	11733115_a_at	0.548291964	8.58513964	5.394018815	0.000909571	0.018781493	-0.50638014
PRIM1	11733126_a_at	-1.31039405	8.656889034	-12.79949114	3.12E-06	0.000920858	5.334486963
DDX58	11733149_a_at	0.614797834	8.069865837	5.800779024	0.000587223	0.01469684	-0.039547689
UBTD2	11733154_at	0.820737051	6.68441031	5.92398577	0.00051646	0.013713622	0.097296949
TNFAIP8	11733161_a_at	-0.657393665	4.930381323	-4.983124556	0.001447097	0.024189141	-1.002198493
FBXO45	11733170_a_at	-0.480934519	9.668615923	-4.992110487	0.001432119	0.024060666	-0.99108862
C9orf100	11733172_at	-1.254666682	5.962190374	-9.681226038	2.13E-05	0.002404964	3.434949348
DDX39	11733198_a_at	-0.892776543	10.20261546	-9.076153507	3.29E-05	0.002973081	2.989621883
CCDC14	11733200_s_at	-0.629089894	7.726888873	-5.520793591	0.000791794	0.017402237	-0.358366527
MRPL11	11733220_a_at	-0.526947453	10.20929094	-5.627109603	0.000706007	0.016405538	-0.236007065
FXYD3	11733254_a_at	0.827643525	10.78317651	8.829156497	3.96E-05	0.003274859	2.799167198
TAOK3	11733259_s_at	-0.518999619	7.254272226	-5.309764276	0.00099856	0.019782698	-0.606032192
PHF20L1	11733294_at	-0.820257264	6.214950576	-7.011356809	0.00017944	0.007506375	1.219389617
ZC3H14	11733295_s_at	-0.688364616	8.137687699	-7.077333707	0.00016898	0.007235004	1.282818806
CEP57L1	11733329_a_at	-0.831699394	4.722267258	-4.989912213	0.001435767	0.024081088	-0.993805373
INADL	11733371_at	-0.742291239	5.396318025	-5.443540983	0.000861394	0.018157873	-0.44828675
MSI2	11733375_a_at	0.804886859	9.108472095	7.787478219	9.09E-05	0.005147414	1.934908136
DLX1	11733376_s_at	0.491613185	6.736635527	5.067459164	0.001313059	0.022835508	-0.898403115
AFAP1	11733383_a_at	-0.481438658	6.762698114	-5.159362514	0.00118242	0.021707665	-0.786493434
TMEM182	11733385_a_at	-0.680193219	5.31898061	-5.36571122	0.000938449	0.019119354	-0.539746168
CLEC7A	11733403_x_at	1.152362589	5.608408035	7.548991426	0.000111355	0.005801588	1.721994935
MPND	11733409_a_at	0.500987347	8.533523385	5.187818393	0.001144939	0.021392502	-0.752095805
TTC36	11733414_a_at	0.678645656	5.541609781	6.416883187	0.00031465	0.010334167	0.624448304
MMS22L	11733445_at	-0.762228302	6.223472109	-5.945631881	0.000505037	0.01358709	0.121125053
MMS22L	11733446_at	-1.467477439	6.812627267	-11.97126612	4.97E-06	0.00112918	4.886107497
SP4	11733456_at	-0.804127916	6.372027621	-4.960059681	0.001486339	0.024586932	-1.030770169
CCDC83	11733502_a_at	-0.870147789	5.145770117	-7.364391404	0.000130769	0.006212829	1.553034666
ULK2	11733529_a_at	0.56886622	6.263241589	5.114983403	0.001243615	0.02215585	-0.840377448
NUDT7	11733535_a_at	0.520306016	7.682194719	5.400152139	0.000903445	0.018693994	-0.499166087
DOCK8	11733611_a_at	-1.171484297	6.818916229	-6.538904474	0.000279523	0.009605247	0.750099617
DOCK8	11733612_s_at	-0.901435333	8.196796122	-8.564543647	4.85E-05	0.003621131	2.589224106
ARHGAP11A	11733663_a_at	-0.696173955	6.102505416	-6.655010794	0.000250126	0.009032925	0.867934889
ARHGAP11A	11733664_x_at	-0.715242236	6.479557226	-6.894614613	0.000199776	0.00796506	1.105913795
PCBP3	11733667_s_at	0.506473866	6.138366886	5.119741674	0.001236889	0.022148988	-0.834586152
UBE2C	11733695_a_at	-1.59775677	8.764791099	-11.87746191	5.25E-06	0.001154264	4.833019017
UBE2C	11733696_x_at	-1.269116663	10.66388732	-13.27170308	2.43E-06	0.000864165	5.574731973
SGK1	11733698_s_at	0.850611498	6.532305007	8.099335031	7.02E-05	0.004410909	2.204539919
UBE2C	11733702_x_at	-1.419866965	9.511520242	-15.27428999	9.05E-07	0.000658893	6.485319652
MAX	11733722_x_at	0.47420479	5.157895128	5.01627771	0.00139268	0.023695666	-0.961268833
C11orf67	11733743_a_at	0.553074654	8.935960198	5.46272892	0.000843494	0.017939227	-0.425872636
RPL37	11733774_a_at	-0.774280733	5.478789741	-5.127099081	0.001226568	0.022140856	-0.825638033
DUSP3	11733778_x_at	0.717836709	6.835290592	7.478671534	0.000118341	0.005939324	1.658067274
HSDL1	11733788_a_at	0.957401071	7.398401259	5.478325476	0.000829248	0.017821813	-0.407692659
HSDL1	11733790_at	0.511489278	8.421858784	4.983501471	0.001446465	0.02418675	-1.001732247
DDX5	11733798_at	-1.119183436	6.677145746	-8.745348014	4.22E-05	0.00335261	2.733346177
SLC31A2	11733799_a_at	-0.554966278	7.720041782	-5.950023715	0.000502753	0.013545879	0.125951839
FASTKD2	11733811_a_at	-0.761937729	6.985095172	-6.734477672	0.000232003	0.00868606	0.947630573
BIRC5	11733864_a_at	-0.982720831	9.510263522	-10.16430108	1.53E-05	0.002073441	3.770258482
SMC4	11733874_a_at	-0.862247612	9.260905063	-8.756429735	4.18E-05	0.00334919	2.74208488
SMC4	11733875_a_at	-1.337522235	9.702456445	-10.70017308	1.08E-05	0.001721985	4.122838772
SMC4	11733876_x_at	-1.341309535	9.714526511	-11.41207425	6.92E-06	0.001342391	4.562251413
DEPDC1	11733884_a_at	-1.010957377	6.780416236	-8.775093274	4.13E-05	0.003330896	2.756777913
RRP15	11733904_at	-1.083304871	6.012716413	-7.736871675	9.49E-05	0.005257447	1.890224247
RRP15	11733905_x_at	-0.518999989	8.101342474	-5.087082979	0.001283877	0.022557861	-0.87440248
CROT	11733923_a_at	0.679767973	7.445349152	5.215077441	0.001110264	0.020934294	-0.719256593
PARP2	11733931_a_at	-0.674268591	8.312590656	-7.235593702	0.000146564	0.006624837	1.432938055
SHMT1	11733969_a_at	-0.663744854	8.313053757	-6.358374766	0.000333222	0.010702689	0.56353062
ANGEL2	11733991_a_at	-0.473915702	5.647318803	-5.076114274	0.001300099	0.022700957	-0.887810566
C5orf44	11734010_a_at	-0.71337179	5.958541615	-5.347516754	0.000957545	0.019302721	-0.561253145
FOXM1	11734028_a_at	-0.486437363	6.539012174	-5.052988044	0.001335048	0.023047862	-0.916138407
LSM11	11734108_a_at	0.714632466	5.744170752	6.571772954	0.000270827	0.009459826	0.783626948
LSM11	11734109_at	0.695327585	6.515229408	7.391501825	0.000127693	0.006139895	1.578080175
MTBP	11734136_at	-0.911799615	5.452155643	-5.06517491	0.001316503	0.022863273	-0.901200551
FXYD3	11734193_a_at	0.670367112	7.345581981	6.552304079	0.000275941	0.009564206	0.763784053
GK	11734201_s_at	-0.698778449	5.590342086	-5.369083451	0.000934956	0.01911304	-0.535765252
HBS1L	11734203_at	-0.668638651	4.431003202	-6.036008691	0.00046029	0.012889587	0.219927953
ZNF681	11734217_at	-0.86671243	6.029536482	-5.780082149	0.000600138	0.01489324	-0.062740255
C17orf90	11734237_a_at	0.502600811	7.714522242	4.966125606	0.001475906	0.024513683	-1.023248297
TMEM87A	11734252_at	-1.00091521	4.007720688	-6.112575851	0.000425824	0.012354145	0.302777045
INTS6	11734299_at	0.596590379	7.593073283	5.010267225	0.001402375	0.023778882	-0.96867701
MTCP1	11734403_at	-0.5419962	6.059956627	-5.611381925	0.00071802	0.016531235	-0.254007252
SCLT1	11734521_x_at	-0.812454996	5.367406222	-6.577006578	0.00026947	0.009439086	0.788953086
HLA-F	11734530_x_at	0.690206975	6.656518515	7.2889519	0.000139775	0.006440774	1.482915082
GAS2L3	11734537_a_at	-0.73103715	6.884647424	-7.67260028	0.000100169	0.005454218	1.833092124
PSIP1	11734600_a_at	-1.026706755	5.925020692	-6.479903385	0.000295928	0.00996948	0.689577302
SHQ1	11734608_x_at	-0.650011313	6.972127095	-5.89461897	0.000532421	0.013942965	0.064868031
KPNA1	11734668_at	-0.562977814	7.021270734	-5.729037097	0.000633362	0.015450108	-0.120194225
NECAB1	11734693_a_at	-1.036295381	8.582375	-9.70490595	2.09E-05	0.002397555	3.451791305
NECAB1	11734694_a_at	-1.161711209	8.492167183	-9.052540618	3.35E-05	0.002992143	2.971638733
DBF4	11734713_s_at	-0.847763695	7.997743248	-8.048167165	7.32E-05	0.004512098	2.16096491
DBF4	11734715_a_at	-0.782198128	8.220859039	-5.750089771	0.000619418	0.015222478	-0.096454459
PNPT1	11734726_x_at	-0.630603101	5.936608079	-5.155609554	0.001187464	0.021768474	-0.791038936
FAR1	11734735_a_at	-0.961910353	6.536424669	-7.178551001	0.000154235	0.006832928	1.379156905
MAT2A	11734751_x_at	0.867024143	8.661448788	6.767845021	0.000224835	0.008522574	0.980865399
CTTN	11734776_a_at	0.584969408	7.31730264	5.422643155	0.00088137	0.018402544	-0.472758453
HIST1H2BG	11734796_s_at	0.909134955	8.061882033	9.63677193	2.20E-05	0.002432712	3.403216194
HIST1H2BG	11734797_x_at	0.852025353	8.125789581	8.756988843	4.18E-05	0.00334919	2.742525489
KIF20B	11734804_a_at	-1.115342712	6.788448893	-10.61526012	1.14E-05	0.001764575	4.068267366
ATG13	11734805_a_at	1.134599293	5.321674947	5.015251378	0.00139433	0.023707445	-0.96253345
SUV39H2	11734830_a_at	-0.734989468	8.497328169	-7.477589587	0.000118452	0.005939324	1.657079526
TAF9B	11734834_s_at	-0.681533682	6.919711401	-5.30376376	0.001005257	0.01985353	-0.613168626
RAD51	11734841_a_at	-1.689266637	7.624155389	-17.04126131	4.18E-07	0.000598511	7.16570288
PSMC3IP	11734865_a_at	-1.549600262	7.200783294	-10.22480825	1.47E-05	0.002025522	3.811062939
WDR26	11734909_s_at	-0.556991677	7.267120263	-5.061366962	0.001322267	0.022892847	-0.905865714
WDR76	11734911_x_at	-1.402249594	5.717348904	-11.18554626	7.94E-06	0.00146648	4.425845666
ARHGAP11A	11734915_at	-1.321554226	5.027181822	-6.119861643	0.000422698	0.012320692	0.310619973
BPNT1	11734927_at	-0.710141891	5.649369813	-5.290670197	0.001020043	0.019994861	-0.628759059
SRSF2	11734933_s_at	-0.586821909	10.3298108	-5.115187749	0.001243325	0.02215585	-0.84012867
C14orf135	11734958_s_at	-0.732720343	6.820437586	-5.389466711	0.000914148	0.018813201	-0.511737866
MCM8	11734971_s_at	-1.592451385	6.106795302	-12.12232675	4.56E-06	0.001095774	4.970584455
MCM8	11734972_x_at	-1.463654807	5.909643364	-8.83045996	3.96E-05	0.003274859	2.800186049
WISP2	11735059_a_at	-1.154965277	11.41195646	-12.42475901	3.84E-06	0.000979554	5.136036931
FREM2	11735085_at	-0.850111204	4.774872315	-6.758517761	0.000226813	0.008569556	0.971588727
HDLBP	11735103_a_at	-0.579701004	5.963134467	-5.634339896	0.000700559	0.016386658	-0.22774376
TUBGCP4	11735121_at	-1.070181547	6.930547809	-7.863709902	8.53E-05	0.004971299	2.001722134
TSC22D2	11735128_a_at	-0.543826906	8.605197891	-5.075755886	0.001300633	0.022700957	-0.888248959
SPC24	11735129_a_at	-0.732620802	5.690303612	-6.830511973	0.000212033	0.008231043	1.042921288
C21orf57	11735144_x_at	0.700169736	7.588368111	7.374904175	0.000129567	0.006184082	1.56275628
RFC2	11735167_x_at	-0.976627188	8.983711418	-10.17986327	1.51E-05	0.00206997	3.78077799
DLX2	11735181_a_at	0.608391942	6.193288653	5.213364856	0.001112408	0.020958749	-0.721316547
CHRNA5	11735215_x_at	-0.808110038	5.230455672	-7.140594981	0.000159588	0.006940966	1.343167363
FANCB	11735300_a_at	-1.057164512	5.159688552	-9.347908046	2.70E-05	0.002707003	3.193262195
FAM72A /// FAM72B /// FAM72C /// FAM72D	11735324_s_at	-1.486535106	7.427344332	-13.71401988	1.93E-06	0.000816618	5.790359715
CD47	11735329_a_at	-1.525213845	8.45447322	-11.92649396	5.10E-06	0.001142116	4.86082952
LMTK3	11735407_at	0.501355305	7.165861306	4.990643841	0.001434552	0.024081088	-0.992901106
DCLRE1C	11735416_x_at	-0.578358565	7.050924394	-4.96369064	0.001480084	0.02454986	-1.026267044
TMBIM4	11735431_x_at	-0.788317333	6.878788112	-7.856952072	8.58E-05	0.004981805	1.995823101
PHTF2	11735511_x_at	-0.845346808	8.155599591	-7.177769128	0.000154343	0.006832928	1.378417187
BRCA1	11735584_x_at	-1.53770992	7.253539419	-8.419887511	5.43E-05	0.003854467	2.471781964
OSGIN1	11735676_a_at	0.571625232	6.63701393	5.75772962	0.000614442	0.015137779	-0.087854719
ACOT8	11735679_a_at	0.523705495	6.957455255	5.480940604	0.000826886	0.017796392	-0.404647773
EPHB4	11735754_a_at	0.526365476	8.772284534	5.161053831	0.001180154	0.021690213	-0.784445626
RAB30	11735765_a_at	0.745538553	6.781096111	7.291179144	0.000139499	0.006440764	1.48499429
LOC440040 /// TRIM48 /// TRIM49L1	11735772_s_at	0.519967791	3.842517192	5.003845772	0.001412816	0.023898605	-0.976597663
WHSC1	11735832_a_at	-0.60318715	8.955808979	-5.679196896	0.000667789	0.015941294	-0.176642188
USP14	11735995_a_at	-0.557829016	6.243653889	-5.344435269	0.000960822	0.019323809	-0.564900403
USP14	11735996_x_at	-0.637941082	7.250336197	-6.662696305	0.000248306	0.009013978	0.875676203
RSL1D1	11736010_at	-0.582424919	7.602404125	-5.218367137	0.001106159	0.020916126	-0.715300846
ATP6V1G2 /// BAT1	11736015_a_at	-0.925379339	7.528252303	-9.703160993	2.10E-05	0.002397555	3.450551692
MYH10	11736044_a_at	-0.729430924	6.395474078	-5.119842561	0.001236746	0.022148988	-0.834463399
EEF1A1	11736052_at	-0.836657344	6.004542199	-5.52670458	0.000786731	0.017354577	-0.351521408
EEF1A1	11736053_x_at	-0.762109764	6.022301507	-6.349889758	0.000336016	0.010749155	0.554659899
GTSE1	11736083_x_at	-1.35845016	6.083648086	-13.06358238	2.71E-06	0.000914085	5.47016117
GBA	11736100_a_at	0.640638027	7.644156459	5.598668559	0.000727897	0.016635582	-0.268583106
ZNF750	11736104_a_at	0.613644757	5.633693713	5.324179152	0.000982674	0.019564971	-0.588909941
PHF19	11736133_s_at	-1.375837806	6.541926028	-12.13328301	4.53E-06	0.001095774	4.976663283
ITSN1	11736141_a_at	-0.683222449	7.559415378	-5.185355024	0.001148131	0.021427878	-0.755068828
METTL2B	11736208_x_at	-0.781376556	6.539496814	-7.85853549	8.56E-05	0.004981073	1.997205711
MRP63	11736211_at	-1.0205766	7.086513438	-9.346228994	2.70E-05	0.002707003	3.192022483
MRP63	11736212_x_at	-0.917839116	7.104643424	-6.788976912	0.000220424	0.00841162	1.001843908
ORMDL2	11736241_a_at	0.534856534	10.56037218	5.676083583	0.000670007	0.015961448	-0.180179786
HIST1H2AC	11736244_s_at	0.76103083	9.59032718	8.008326861	7.57E-05	0.004599998	2.126857961
KIAA0101	11736249_x_at	-2.512375965	6.221757525	-26.62566384	1.73E-08	0.000429009	9.570107761
KIAA0101	11736250_a_at	-0.898927297	9.816554276	-9.347239671	2.70E-05	0.002707003	3.192768734
NUP160	11736253_a_at	-0.917448076	8.306335528	-5.710002661	0.000646271	0.015634021	-0.141711284
NUP160	11736254_a_at	-0.663218501	8.957541922	-5.521944063	0.000790806	0.017388241	-0.357033852
MCM10	11736366_x_at	-2.843362109	6.530820383	-30.11978451	7.15E-09	0.000354062	10.10719285
MCM10	11736367_a_at	-2.121525641	7.702451179	-14.95797847	1.05E-06	0.000679001	6.352152119
MCM10	11736368_a_at	-1.994179378	6.528961843	-15.01900972	1.02E-06	0.000679001	6.378136426
DNMT1	11736405_a_at	-1.190188786	7.978593981	-8.421203607	5.43E-05	0.003854467	2.472859164
NOL8	11736430_a_at	-0.484986792	7.908349643	-5.140930091	0.001207422	0.021987258	-0.808838326
INF2	11736440_at	-0.706421201	5.410247818	-6.255096944	0.000369072	0.011431307	0.454927643
TMPO	11736447_at	-0.70913437	7.661273321	-6.875634425	0.000203321	0.008034217	1.087313148
FAM72A /// FAM72B /// FAM72C /// FAM72D	11736479_s_at	-1.443791724	7.505556588	-11.71632275	5.77E-06	0.001204112	4.740673283
MXD4	11736489_a_at	1.202463421	7.914933999	11.85479101	5.32E-06	0.001156453	4.820115031
ICA1	11736491_x_at	0.542782473	8.246651216	5.58135485	0.000741591	0.016771822	-0.288470004
DAZAP2	11736492_a_at	-1.086487394	5.241170022	-8.272687835	6.11E-05	0.004074589	2.350278163
IL17RC	11736502_a_at	0.67749971	5.23573685	6.036323829	0.000460142	0.012889587	0.22027055
IL17RC	11736503_x_at	0.834739788	6.278775711	6.668894214	0.000246849	0.009013978	0.881913843
WHSC1	11736518_a_at	-1.07052432	5.561064395	-5.498638375	0.000811093	0.017630686	-0.384067349
TNNT1	11736522_a_at	0.874188923	8.84892532	9.01689871	3.44E-05	0.003026016	2.944405563
TNNT1	11736523_x_at	1.003873552	9.042792928	10.14178468	1.55E-05	0.002082429	3.755007662
SMC2	11736527_a_at	-1.329195733	6.790710228	-10.0779495	1.62E-05	0.002117357	3.71157374
SMC2	11736528_a_at	-1.168981925	6.146619489	-6.89953794	0.000198868	0.007950722	1.11073171
FANCD2	11736548_s_at	-1.684309751	4.651397107	-11.11516048	8.29E-06	0.001503531	4.382825665
RAB7L1	11736549_a_at	0.761203621	7.86122389	7.748634993	9.39E-05	0.005237564	1.900634448
AP1G2	11736578_a_at	0.532855781	9.667866468	5.515229258	0.000796593	0.017453453	-0.364814759
GINS4	11736596_s_at	-1.41635739	6.30288701	-9.800435229	1.96E-05	0.002338758	3.51930284
GINS4	11736597_x_at	-0.990492881	5.596700611	-7.142507016	0.000159314	0.00694027	1.344984249
BRIP1	11736601_at	-1.52788859	6.832911582	-15.82634106	7.05E-07	0.000634271	6.709081739
BRIP1	11736602_at	-1.738481131	7.149158993	-13.46696672	2.19E-06	0.00085138	5.671012744
TAF5L	11736606_a_at	-0.676910892	6.810444986	-5.11363109	0.001245534	0.022159485	-0.842023961
ALDH5A1	11736619_a_at	0.673461557	8.171841523	6.028112834	0.000464018	0.012960823	0.211339752
MCM4	11736670_a_at	-1.038517689	9.237497757	-10.87750041	9.62E-06	0.00162782	4.235280291
RPL32	11736721_x_at	-1.241650606	7.604430965	-8.476991895	5.19E-05	0.003767784	2.518373231
GEN1	11736726_at	-1.393921428	5.370951492	-12.50135531	3.68E-06	0.000972239	5.177180824
GEN1	11736727_at	-0.873241652	5.892062767	-5.136535497	0.001213469	0.022048702	-0.814173116
GEN1	11736728_at	-0.913278856	4.841764191	-7.005900229	0.000180338	0.007506487	1.214121186
MKI67	11736741_a_at	-1.277255938	6.949084358	-13.55847473	2.09E-06	0.000839632	5.715536535
USP45	11736769_a_at	-0.6535464	5.275195058	-6.308411755	0.000350055	0.011070916	0.511163289
FGF9	11736803_at	0.469307782	3.782262884	5.015711009	0.001393591	0.023703017	-0.961967086
ATP6V1C2	11736855_a_at	0.627383048	5.254499206	6.024698443	0.000465641	0.012998804	0.207623382
ZNF514	11736875_a_at	0.721570278	4.871934814	5.98297022	0.000485988	0.013329566	0.162078034
ATAD5	11736919_at	-1.230224113	4.551752426	-7.480938112	0.000118108	0.005939324	1.660136105
DLGAP1	11736924_a_at	0.503974825	4.91212851	5.170151295	0.001168052	0.021571908	-0.773437862
FAM72A /// FAM72B /// FAM72C /// FAM72D	11736931_s_at	-0.942522928	7.830307345	-5.85824834	0.000552955	0.014210176	0.024541816
RBBP6	11737034_a_at	-0.502037005	7.659216545	-5.071957877	0.001306305	0.022758029	-0.892895983
ZNF490	11737083_at	0.543520014	5.371811351	5.605642386	0.00072246	0.016577733	-0.260584797
GDAP2	11737103_s_at	-0.815327632	6.431437587	-6.827154537	0.000212698	0.008243625	1.039608518
RSPH1	11737141_a_at	0.520819016	6.473833515	5.499973622	0.000809916	0.017630686	-0.382516431
CAST	11737143_a_at	-1.339086308	7.011307774	-8.272138099	6.11E-05	0.004074589	2.349820559
SH3YL1	11737145_s_at	0.582130593	10.29034242	5.606752429	0.000721599	0.016565652	-0.259312319
CLEC7A	11737148_x_at	0.639851733	4.626209611	5.100360826	0.001264539	0.022348996	-0.858195556
HMMR	11737174_a_at	-1.041525713	7.665158557	-8.183238686	6.56E-05	0.00423395	2.275439934
KIF4A /// KIF4B	11737197_s_at	-1.182330599	7.677924271	-10.29289895	1.40E-05	0.001957683	3.856673084
HDGF	11737211_x_at	-0.51612599	11.42364339	-5.065884997	0.001315431	0.022852678	-0.900330853
ITGB1	11737219_a_at	-0.664336104	7.919624562	-5.684922227	0.00066373	0.015887353	-0.170140145
NUP155	11737301_a_at	-0.630949833	7.573642588	-5.429884754	0.00087439	0.018338111	-0.464271306
HLCS	11737371_a_at	-0.601905704	5.883672203	-5.426464725	0.000877679	0.018368169	-0.468278636
BTF3	11737409_x_at	-0.690615936	7.730307214	-6.51513366	0.000286007	0.009762702	0.72576837
BMF	11737440_a_at	0.641749982	6.450689633	5.285827348	0.001025573	0.020047679	-0.634531743
DNAJC22	11737448_x_at	0.512184359	7.098169925	5.480828781	0.000826987	0.017796392	-0.404777952
FMO5	11737532_a_at	0.96147176	5.143395867	8.913348721	3.72E-05	0.003154575	2.864673293
SAE1	11737533_a_at	-0.782785369	6.471905275	-6.71061932	0.000237285	0.008771025	0.923784314
HIST1H2AL	11737572_x_at	-0.646443493	4.348248756	-6.947917273	0.000190187	0.007770267	1.157923228
PHTF2	11737589_a_at	-0.779811736	4.482034005	-6.70331594	0.000238928	0.008818611	0.91647081
SGK1	11737750_s_at	0.692971494	6.62304282	6.090734876	0.000435353	0.012465787	0.27922372
SNX5	11737753_s_at	-0.865659819	9.359326295	-7.112370236	0.000163704	0.007076453	1.316298695
MYO1C	11737769_a_at	0.668489279	6.857387473	6.005339688	0.000474959	0.013125695	0.186522895
KITLG	11737779_a_at	0.663309541	6.452254751	5.609052393	0.000719818	0.016532441	-0.256676348
IDH3A	11737793_a_at	-0.751567381	7.794987261	-7.255957904	0.00014393	0.006548825	1.452049351
KIAA1524	11737795_a_at	-1.443386502	5.288271343	-12.99835464	2.80E-06	0.000914085	5.436964767
KIAA1524	11737796_a_at	-0.895240743	4.999755183	-7.892447115	8.33E-05	0.004917446	2.026755663
MR1	11737847_a_at	0.526739488	7.315019191	5.047174783	0.001343996	0.023145823	-0.923271686
AR	11737903_a_at	0.695959613	5.825312299	5.498844301	0.000810912	0.017630686	-0.383828145
HDHD2	11737941_a_at	0.499013925	6.210171487	5.049518771	0.00134038	0.023107672	-0.920394844
XPNPEP2	11737946_a_at	0.559173548	3.954729746	5.866920464	0.00054798	0.014135515	0.034173532
C5	11737948_a_at	-0.838424976	4.689640766	-8.028134223	7.44E-05	0.00455378	2.143834496
CYP24A1	11737968_a_at	-0.646493814	5.216483878	-5.291894804	0.00101865	0.01998051	-0.627299867
ARHGAP11A /// ARHGAP11B	11737986_s_at	-0.697077625	6.559824781	-6.05502802	0.000451448	0.012768227	0.240580713
DST	11737993_s_at	-0.539370843	8.436846428	-4.975144387	0.001460543	0.024364538	-1.012074971
PLCB4	11738021_a_at	0.694341384	5.228075169	5.933504188	0.000511402	0.013645192	0.107782687
CENPI	11738232_a_at	-0.692196938	4.859621557	-5.632218788	0.000702152	0.016387776	-0.230167154
TNNT1	11738247_a_at	0.837949884	8.873918898	7.782375544	9.13E-05	0.005163641	1.930414607
CHEK1	11738250_at	-0.89317625	8.163729894	-7.742806197	9.44E-05	0.005237564	1.895477919
CHEK1	11738251_x_at	-0.925435963	7.095342014	-7.940811099	8.00E-05	0.0047927	2.068698253
GREB1	11738254_at	-0.595930789	4.789535564	-5.936076046	0.000510045	0.013631022	0.110613802
PBLD	11738365_a_at	0.778866507	6.653780927	8.032795785	7.41E-05	0.004542023	2.147824193
