Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol
LOC101928290	-1.319975008	3.403157843	-2.529781247	0.039774105	0.999932036	-4.537220085	LOC101928290 /// LOC101928317
LOC101928317	-1.319975008	3.403157843	-2.529781247	0.039774105	0.999932036	-4.537220085	
NA	1.646616834	3.628321856	2.529038964	0.039816921	0.999932036	-4.537244329	NA
TTBK2	-2.03038336	3.210679855	-2.529009249	0.039818636	0.999932036	-4.537245299	TTBK2
DGKZ	0.9651704	5.512069239	2.528708073	0.039836022	0.999932036	-4.537255138	DGKZ
SLC35F3	1.406990115	2.272154358	2.528666039	0.03983845	0.999932036	-4.537256511	SLC35F3
ARHGAP29	-1.318276708	6.27311615	-2.528604612	0.039841997	0.999932036	-4.537258518	ARHGAP29
PXMP4	-1.259869318	3.58624176	-2.527838916	0.039886242	0.999932036	-4.537283537	PXMP4
RP11-1E4.1	0.948925639	4.921522611	2.527823892	0.03988711	0.999932036	-4.537284028	RP11-1E4.1
LOC100506403	1.41947839	1.770212742	2.527695103	0.039894558	0.999932036	-4.537288237	LOC100506403 /// LOC101928269 /// RUNX1
LOC101928269	1.41947839	1.770212742	2.527695103	0.039894558	0.999932036	-4.537288237	
RUNX1	1.41947839	1.770212742	2.527695103	0.039894558	0.999932036	-4.537288237	
NRXN2	1.716078324	2.775800368	2.526668392	0.039953978	0.999932036	-4.537321797	NRXN2
MUC20	-1.299837022	2.558498896	-2.526461753	0.039965948	0.999932036	-4.537328552	MUC20
LOC101929154	1.455328455	4.37384183	2.526447989	0.039966745	0.999932036	-4.537329002	LOC101929154
LEPREL1	-2.032020776	3.772105277	-2.526429852	0.039967796	0.999932036	-4.537329595	LEPREL1
NA	1.193128723	1.775248661	2.526314602	0.039974474	0.999932036	-4.537333364	NA
MYO7B	0.948097723	4.830878848	2.526186751	0.039981884	0.999932036	-4.537337544	MYO7B
ATP5E	2.097908593	2.68046322	2.526008762	0.039992202	0.999932036	-4.537343364	ATP5E
NA	1.614659646	3.376092754	2.524850966	0.040059385	0.999932036	-4.537381233	NA
BC017988	0.954363352	0.463524416	2.524575841	0.040075366	0.999932036	-4.537390234	BC017988 /// RP11-308N19.1
RP11-308N19.1	0.954363352	0.463524416	2.524575841	0.040075366	0.999932036	-4.537390234	
NTRK2	-0.982672066	3.340074494	-2.524381613	0.040086653	0.999932036	-4.537396588	NTRK2
IGLVIVOR22-1	1.191342318	2.921450216	2.524118602	0.040101942	0.999932036	-4.537405194	IGLVIVOR22-1 /// IGLVIVOR22-1
NA	1.646225606	2.396356489	2.523869261	0.040116441	0.999932036	-4.537413354	NA
RRAS2	-0.904679917	8.93902282	-2.523056964	0.040163716	0.999932036	-4.537439941	RRAS2
C10orf55	-1.49189295	1.885433088	-2.522935007	0.040170818	0.999932036	-4.537443933	C10orf55
RAB27B	1.683037556	2.660848179	2.521768271	0.040238834	0.999932036	-4.537482136	RAB27B
ABCC6P1	1.503175176	3.263708852	2.520820653	0.040294163	0.999932036	-4.537513176	ABCC6P1
NA	1.057084365	4.488117552	2.520735265	0.040299153	0.999932036	-4.537515973	NA
SH2D1A	-1.442513524	2.40966597	-2.52064364	0.040304508	0.999932036	-4.537518975	SH2D1A
PAX6	-1.754374442	2.391727091	-2.520085255	0.040337156	0.999932036	-4.537537271	PAX6
MAL2	-1.597567946	3.75118513	-2.519766266	0.04035582	0.999932036	-4.537547725	MAL2
TARDBPP1	1.686097395	2.739276673	2.519629886	0.040363802	0.999932036	-4.537552195	TARDBPP1 /// TARDBPP1
NA	1.004688574	2.744167124	2.519426858	0.040375688	0.999932036	-4.537558849	NA
TTTY10	1.38402711	3.836051498	2.519243943	0.040386399	0.999932036	-4.537564845	TTTY10
ABTB1	-1.760868422	3.466050823	-2.519160674	0.040391276	0.999932036	-4.537567575	ABTB1
CHAC2	-0.987049533	7.0063576	-2.519001799	0.040400584	0.999932036	-4.537572783	CHAC2
ARHGEF4	-0.948681517	3.662072849	-2.518995917	0.040400928	0.999932036	-4.537572976	ARHGEF4 /// LOC101930241
LOC101930241	-0.948681517	3.662072849	-2.518995917	0.040400928	0.999932036	-4.537572976	
AQP7	1.830024268	4.895173563	2.518487637	0.04043072	0.999932036	-4.53758964	AQP7 /// LOC100509620 /// LOC101930168
LOC100509620	1.830024268	4.895173563	2.518487637	0.04043072	0.999932036	-4.53758964	
LOC101930168	1.830024268	4.895173563	2.518487637	0.04043072	0.999932036	-4.53758964	
CCDC171	1.886768403	1.688013555	2.518223963	0.040446183	0.999932036	-4.537598286	CCDC171
CHKB	-1.375628982	4.402265357	-2.518172001	0.040449231	0.999932036	-4.53759999	CHKB-CPT1B /// CPT1B
CPT1B	-1.375628982	4.402265357	-2.518172001	0.040449231	0.999932036	-4.53759999	
SPAG11A	1.406522107	2.987489571	2.518088525	0.040454129	0.999932036	-4.537602727	SPAG11A /// SPAG11B
SPAG11B	1.406522107	2.987489571	2.518088525	0.040454129	0.999932036	-4.537602727	
NA	-1.195102397	3.431762177	-2.517244013	0.040503707	0.999932036	-4.537630425	NA
OR2L13	-2.033968859	1.344512079	-2.516136552	0.040568819	0.999932036	-4.53766676	OR2L13
NA	2.704500895	2.192768224	2.515985486	0.040577709	0.999932036	-4.537671718	NA
MAPT-AS1	1.979922888	5.131462543	2.515849625	0.040585706	0.999932036	-4.537676177	MAPT-AS1
DNAJC12	-0.97219105	2.40310725	-2.514577985	0.040660635	0.999932036	-4.53771792	DNAJC12
LOC101929224	1.427441915	1.368212332	2.514163515	0.040685088	0.999932036	-4.53773153	LOC101929224
LOC157931	-1.223273148	2.553904136	-2.513551109	0.040721247	0.999932036	-4.537751643	LOC157931
VSX1	1.952985177	2.77653526	2.51298013	0.04075499	0.999932036	-4.537770399	VSX1
UPP2	1.467273333	2.806046905	2.512829603	0.04076389	0.999932036	-4.537775344	UPP2
UG0898H09	2.115974434	1.053154027	2.51152876	0.04084089	0.999932036	-4.537818093	UG0898H09
SOX30	1.491632053	2.834744874	2.510980805	0.04087337	0.999932036	-4.537836106	SOX30
SERHL2	-0.949010031	4.351189418	-2.509864475	0.040939623	0.999932036	-4.537872813	SERHL2
ABCD4	1.210485084	4.925958931	2.507050241	0.041107139	0.999932036	-4.537965417	ABCD4
LOC100132356	2.842966504	2.848097483	2.505678552	0.041189045	0.999932036	-4.538010586	LOC100132356
CYP2C8	1.458904966	2.218676068	2.504577524	0.041254911	0.999932036	-4.538046859	CYP2C8
TPSAB1	-1.053845739	3.210133125	-2.504571485	0.041255273	0.999932036	-4.538047058	TPSAB1
PLEKHO1	0.856581124	8.232934799	2.504131748	0.041281609	0.999932036	-4.538061549	PLEKHO1
NT5DC2	1.109252174	4.11022345	2.503792046	0.041301967	0.999932036	-4.538072745	NT5DC2
CD7	1.758160517	4.65877787	2.503632834	0.041311512	0.999932036	-4.538077992	CD7
TLR3	-1.641642552	2.225529545	-2.5029886	0.041350157	0.999932036	-4.53809923	TLR3
KCNN2	2.156933908	4.488545835	2.502345837	0.041388751	0.999932036	-4.538120424	KCNN2
ICAM1	0.945815142	7.220861932	2.50214454	0.041400845	0.999932036	-4.538127062	ICAM1
MRPL45P2	1.749309171	0.893515762	2.501840777	0.041419103	0.999932036	-4.53813708	MRPL45P2
ICAM1	1.210166715	8.694353204	2.50172932	0.041425804	0.999932036	-4.538140756	ICAM1
POGZ	-1.585667032	5.234948588	-2.501681959	0.041428652	0.999932036	-4.538142319	POGZ
PRKAG2	-0.853528382	7.219519052	-2.501133087	0.04146167	0.999932036	-4.538160425	PRKAG2
IL5	-1.412186434	3.498328926	-2.500933701	0.041473672	0.999932036	-4.538167003	IL5
NA	1.263624603	3.814701571	2.500772284	0.04148339	0.999932036	-4.538172329	NA
FCRLB	1.701354986	3.497344914	2.500546459	0.041496991	0.999932036	-4.53817978	FCRLB
FLG2	1.979533152	0.767574487	2.500064958	0.041526004	0.999932036	-4.53819567	FLG2
RRP9	-0.924284437	5.711937286	-2.499383632	0.041567095	0.999932036	-4.538218158	RRP9
NA	2.002026146	2.951995628	2.499370448	0.041567891	0.999932036	-4.538218594	NA
NA	-1.577163114	4.27447915	-2.498186448	0.041639399	0.999932036	-4.538257687	NA
EXOG	-1.635894278	3.520988957	-2.497885848	0.041657574	0.999932036	-4.538267615	EXOG
LINC00645	2.206106252	2.451184499	2.497165862	0.04170114	0.999932036	-4.538291398	LINC00645
KIR3DL1	-1.090864795	2.903229669	-2.49615007	0.041762684	0.999932036	-4.538324963	KIR3DL1 /// KIR3DL2
KIR3DL2	-1.090864795	2.903229669	-2.49615007	0.041762684	0.999932036	-4.538324963	
IRF1	1.458188215	4.988986198	2.495115953	0.041825436	0.999932036	-4.538359145	IRF1
CTA-246H3.12	0.914961295	3.473152254	2.494249258	0.041878103	0.999932036	-4.538387803	CTA-246H3.12
NAV3	-0.890208688	7.452662462	-2.493921016	0.041898067	0.999932036	-4.538398659	NAV3
VASH1	-0.912210625	8.529388522	-2.493825444	0.041903882	0.999932036	-4.53840182	VASH1
DGKI	2.127112175	3.298162934	2.493736726	0.041909281	0.999932036	-4.538404755	DGKI /// LOC100128727
LOC100128727	2.127112175	3.298162934	2.493736726	0.041909281	0.999932036	-4.538404755	
KDM6B	1.068789361	8.195073114	2.492433091	0.04198869	0.999932036	-4.538447885	KDM6B
GABRA5	1.586347514	2.695166391	2.4924215	0.041989397	0.999932036	-4.538448268	GABRA5
RP5-1119A7.11	1.072846401	5.512324037	2.492376502	0.041992141	0.999932036	-4.538449758	RP5-1119A7.11
NA	-1.878295345	1.525958964	-2.49192481	0.042019693	0.999932036	-4.538464706	NA
TPD52	-1.161000497	6.600724047	-2.491067951	0.042072012	0.999932036	-4.538493071	TPD52
ID3	-1.366218379	9.094018456	-2.490399895	0.04211285	0.999932036	-4.538515191	ID3
NA	0.919001116	2.422025228	2.48983207	0.042147593	0.999932036	-4.538533997	NA
TJP2	-1.321286469	2.806030514	-2.489154566	0.042189085	0.999932036	-4.53855644	TJP2
C21orf59	1.510700698	3.577844777	2.489152478	0.042189213	0.999932036	-4.53855651	C21orf59
SLC10A7	1.785263849	0.344679861	2.489040335	0.042196085	0.999932036	-4.538560225	SLC10A7
NA	0.967384445	5.428457963	2.488918262	0.042203567	0.999932036	-4.53856427	NA
UST	1.484083582	1.803997306	2.488556274	0.042225761	0.999932036	-4.538576264	UST
NHP2L1	-1.158948139	2.183982299	-2.488524259	0.042227725	0.999932036	-4.538577325	NHP2L1
RRBP1	-1.098336163	4.862370029	-2.488318742	0.042240332	0.999932036	-4.538584135	RRBP1
NA	-1.301719209	3.081185356	-2.488252572	0.042244391	0.999932036	-4.538586328	NA
SSH2	0.889862584	8.953456442	2.487804826	0.042271873	0.999932036	-4.538601168	SSH2
AK025975	1.836527317	4.329889423	2.487796222	0.042272401	0.999932036	-4.538601453	AK025975 /// RP1-74M1.3
RP1-74M1.3	1.836527317	4.329889423	2.487796222	0.042272401	0.999932036	-4.538601453	
ADAD2	1.428873722	4.221426937	2.48714873	0.042312176	0.999932036	-4.538622918	ADAD2
LOC153577	1.011025275	4.631882729	2.486979605	0.042322571	0.999932036	-4.538628525	LOC153577
NA	-1.216225255	2.948753907	-2.486724248	0.042338272	0.999932036	-4.538636992	NA
NA	1.246929659	2.410194386	2.486333616	0.042362302	0.999932036	-4.538649945	NA
LOC101928100	1.196344181	5.31609256	2.485627611	0.042405769	0.999932036	-4.538673361	LOC101928100
LOC100130331	1.683342065	3.837164099	2.485437397	0.042417487	0.999932036	-4.538679671	LOC100130331
OR7C1	1.12325951	4.753220212	2.485101095	0.042438215	0.999932036	-4.538690828	OR7C1
VWA8-AS1	-1.088630193	2.79023772	-2.485094078	0.042438647	0.999932036	-4.538691061	VWA8-AS1
NOM1	-0.922093616	6.148681581	-2.484158992	0.042496334	0.999932036	-4.53872209	NOM1
C9orf57	1.85379801	2.125718385	2.484118179	0.042498854	0.999932036	-4.538723444	C9orf57
SCUBE3	-1.478905025	4.253717801	-2.484100216	0.042499963	0.999932036	-4.53872404	SCUBE3
NA	1.384622031	4.737220322	2.48383599	0.04251628	0.999932036	-4.53873281	NA
PPP1R18	0.890074511	10.47959994	2.483306914	0.042548971	0.999932036	-4.538750373	PPP1R18
ADAM19	0.860772999	8.468762786	2.483239266	0.042553153	0.999932036	-4.538752619	ADAM19
NA	1.989091301	1.840559468	2.482699843	0.042586514	0.999932036	-4.538770529	NA
DCTN5	2.661982343	3.948265833	2.482411836	0.042604337	0.999932036	-4.538780092	DCTN5
COBLL1	1.097988755	2.923825568	2.482378907	0.042606375	0.999932036	-4.538781186	COBLL1
AKAP13	1.036170269	7.459663111	2.482028139	0.042628093	0.999932036	-4.538792835	AKAP13
CHRD	1.377310904	4.926087067	2.481907775	0.042635548	0.999932036	-4.538796833	CHRD
CDKL3	1.450046977	5.702762138	2.481006743	0.0426914	0.999932036	-4.538826765	CDKL3
NRG1	-1.387895356	5.872259067	-2.480946312	0.042695148	0.999932036	-4.538828773	NRG1
NA	2.132870568	3.903106106	2.480374876	0.042730611	0.999932036	-4.538847761	NA
NA	1.297679625	3.66203218	2.480273658	0.042736896	0.999932036	-4.538851125	NA
NA	1.509614977	2.143578738	2.480230082	0.042739602	0.999932036	-4.538852573	NA
TRAFD1	1.288873248	4.053373138	2.480147997	0.0427447	0.999932036	-4.538855301	TRAFD1
NA	-1.676299214	3.24857267	-2.47983247	0.042764301	0.999932036	-4.538865788	NA
BCCIP	-1.194932003	5.865394681	-2.479383648	0.042792199	0.999932036	-4.538880707	BCCIP
RNF145	-1.03815354	9.328628234	-2.479321162	0.042796085	0.999932036	-4.538882784	RNF145
LRRC7	2.076120206	0.449356123	2.478977677	0.04281745	0.999932036	-4.538894204	LRRC7
TREM2	1.4776317	2.80151064	2.477846065	0.042887915	0.999932036	-4.538931836	TREM2
MEI1	1.057274845	1.99847966	2.477741311	0.042894444	0.999932036	-4.53893532	MEI1
NA	2.02911643	2.937815461	2.477493568	0.042909889	0.999932036	-4.538943561	NA
C4BPA	1.638507581	3.422460535	2.476996211	0.042940914	0.999932036	-4.538960107	C4BPA
LINC01360	-1.730973768	2.057822143	-2.476184322	0.042991608	0.999932036	-4.538987124	LINC01360
NA	1.214381191	2.063330314	2.47545725	0.043037059	0.999932036	-4.539011324	NA
CPEB3	1.494533349	4.56230474	2.474796195	0.043078426	0.999932036	-4.539033333	CPEB3
NA	1.299914996	1.42966996	2.474552834	0.043093665	0.999932036	-4.539041437	NA
PHACTR2	-1.058711928	8.469902467	-2.473427307	0.043164218	0.999932036	-4.539078924	PHACTR2
TBXA2R	1.403090716	6.841593282	2.473328261	0.043170432	0.999932036	-4.539082223	TBXA2R
PLBD2	0.918097183	5.18913615	2.473233059	0.043176406	0.999932036	-4.539085395	PLBD2
NA	1.754633717	2.12965794	2.473217274	0.043177397	0.999932036	-4.539085921	NA
VGLL4	0.835740671	8.513579606	2.473145875	0.043181878	0.999932036	-4.539088299	VGLL4
ZNF341	1.588162611	4.495070558	2.472618504	0.043214991	0.999932036	-4.539105871	ZNF341
FAM212B-AS1	0.956199833	5.464839646	2.472268231	0.043236998	0.999932036	-4.539117543	FAM212B-AS1
NA	1.31408325	3.643882723	2.471992002	0.043254362	0.999932036	-4.539126749	NA
NA	-0.950142844	4.787038281	-2.471948339	0.043257107	0.999932036	-4.539128205	NA
GABRB2	1.800150498	4.179681728	2.471899392	0.043260185	0.999932036	-4.539129836	GABRB2
NA	-1.168155124	2.683630334	-2.470906111	0.04332269	0.999932036	-4.539162948	NA
RLBP1	-1.684031058	3.685575342	-2.470313128	0.04336005	0.999932036	-4.539182722	RLBP1
CD74	1.624613844	2.951253503	2.470313076	0.043360053	0.999932036	-4.539182723	CD74
PAX8	1.534941095	2.753643186	2.470143742	0.043370727	0.999932036	-4.539188371	PAX8
RHEBL1	1.071767666	1.62551166	2.46958239	0.043406134	0.999932036	-4.539207094	RHEBL1
NA	2.045724096	2.213016358	2.469124505	0.043435036	0.999932036	-4.539222369	NA
NA	-1.40170481	1.502123426	-2.468963175	0.043445224	0.999932036	-4.539227752	NA
CD96	1.828729985	2.327803102	2.46876708	0.043457611	0.999932036	-4.539234294	CD96
SELPLG	1.009620783	5.271162968	2.468710793	0.043461167	0.999932036	-4.539236173	SELPLG
ANKS1B	0.921844915	0.536425301	2.4684734	0.043476169	0.999932036	-4.539244094	ANKS1B
NA	2.172343027	1.942992491	2.467728054	0.043523305	0.999932036	-4.53926897	NA
BCL6B	1.241227634	8.346621683	2.466241928	0.043617446	0.999932036	-4.539318587	BCL6B
NA	-1.546463812	1.412693984	-2.464569226	0.043723656	0.999932036	-4.539374465	NA
DENND2A	2.262182797	3.831469824	2.464075682	0.043755046	0.999932036	-4.539390959	DENND2A
RPS6KA6	-1.708392873	0.880399715	-2.464012263	0.043759081	0.999932036	-4.539393078	RPS6KA6
C2orf50	-0.982290719	1.802808093	-2.463947585	0.043763196	0.999932036	-4.53939524	C2orf50
ZNF616	-1.736760697	3.622057817	-2.463614364	0.043784406	0.999932036	-4.539406378	ZNF616
CTSZ	-1.396631139	3.765628122	-2.463553153	0.043788304	0.999932036	-4.539408424	CTSZ
HELLS	-1.658169762	2.662674945	-2.462848179	0.043833215	0.999932036	-4.539431992	HELLS
LINC00327	1.2882356	2.931593331	2.462836294	0.043833973	0.999932036	-4.539432389	LINC00327
LOC157860	-1.118230783	4.141006833	-2.462293959	0.043868556	0.999932036	-4.539450524	LOC157860
F13A1	1.190519906	4.602609295	2.46145858	0.043921881	0.999932036	-4.539478465	F13A1
UHRF1	-1.081157693	7.043232813	-2.461200977	0.043938338	0.999932036	-4.539487082	UHRF1
TM6SF2	1.021011884	4.786482392	2.461087526	0.043945588	0.999932036	-4.539490878	TM6SF2
NA	1.710043804	2.032045066	2.459186137	0.044067278	0.999932036	-4.539554511	NA
FGFR1OP2	-0.8488946	7.546567964	-2.459169736	0.044068329	0.999932036	-4.53955506	FGFR1OP2
CHRNA3	0.932798342	3.778994421	2.458998066	0.044079333	0.999932036	-4.539560807	CHRNA3
MAP4K1	1.193122586	2.177661136	2.458819007	0.044090814	0.999932036	-4.539566802	MAP4K1
NEO1	1.770293042	2.332949128	2.45706586	0.044203386	0.999932036	-4.539625519	NEO1
RP11-532F12.5	0.836797194	5.298437454	2.455652644	0.044294345	0.999932036	-4.539672876	RP11-532F12.5
EVA1A	-1.117621314	7.698625199	-2.455140252	0.044327373	0.999932036	-4.539690052	EVA1A
NR0B2	0.974688349	4.573281542	2.454922986	0.044341384	0.999932036	-4.539697336	NR0B2
RGS1	2.164485067	1.439038976	2.454079466	0.044395828	0.999932036	-4.539725621	RGS1
TRAC	1.478559508	5.670414983	2.453637994	0.04442435	0.999932036	-4.539740427	TRAC /// TRAJ17 /// TRAV20 /// TRDV2
TRAJ17	1.478559508	5.670414983	2.453637994	0.04442435	0.999932036	-4.539740427	
TRAV20	1.478559508	5.670414983	2.453637994	0.04442435	0.999932036	-4.539740427	
TRDV2	1.478559508	5.670414983	2.453637994	0.04442435	0.999932036	-4.539740427	
IFNA8	1.689123991	1.618538027	2.453261554	0.044448685	0.999932036	-4.539753055	IFNA8
NA	1.49941217	4.114776881	2.452895186	0.044472382	0.999932036	-4.539765346	NA
OTOF	-1.022042721	1.89237015	-2.452753485	0.044481551	0.999932036	-4.5397701	OTOF
ANKFN1	-1.682511276	3.497696704	-2.451892243	0.04453732	0.999932036	-4.539799	ANKFN1
PARD6B	-1.580893622	2.068279257	-2.451514754	0.044561787	0.999932036	-4.539811671	PARD6B
CYR61	-1.689797449	10.84705123	-2.451453161	0.04456578	0.999932036	-4.539813738	CYR61
KCNK7	1.434775857	3.657202815	2.451331316	0.044573681	0.999932036	-4.539817828	KCNK7
NA	-1.749221086	1.69091086	-2.450476054	0.044629181	0.999932036	-4.539846542	NA
TTLL10	1.632900124	2.467786777	2.450340344	0.044637994	0.999932036	-4.539851099	TTLL10
LOC100996724	1.966816926	1.756614441	2.450174814	0.044648746	0.999932036	-4.539856658	LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP
LOC100996761	1.966816926	1.756614441	2.450174814	0.044648746	0.999932036	-4.539856658	
LOC101929792	1.966816926	1.756614441	2.450174814	0.044648746	0.999932036	-4.539856658	
LOC101930416	1.966816926	1.756614441	2.450174814	0.044648746	0.999932036	-4.539856658	
LOC653513	1.966816926	1.756614441	2.450174814	0.044648746	0.999932036	-4.539856658	
PDE4DIP	1.966816926	1.756614441	2.450174814	0.044648746	0.999932036	-4.539856658	
LOC101928487	0.868306195	5.053242697	2.450091901	0.044654133	0.999932036	-4.539859442	LOC101928487
NA	1.993515879	1.246245017	2.45003731	0.04465768	0.999932036	-4.539861275	NA
AOC1	1.120613326	3.880705959	2.449220756	0.044710769	0.999932036	-4.539888702	AOC1
HID1	-1.664853892	3.916522603	-2.448687252	0.044745491	0.999932036	-4.539906625	HID1
RIN2	-1.845252521	3.674711552	-2.448611348	0.044750433	0.999932036	-4.539909176	RIN2
NA	-1.032607753	4.549856237	-2.448463463	0.044760064	0.999932036	-4.539914145	NA
FAM163A	1.207346462	2.146558885	2.448262141	0.044773178	0.999932036	-4.53992091	FAM163A
GSN	0.989617435	1.389449044	2.447944811	0.044793857	0.999932036	-4.539931574	GSN
NUDCD1	-0.827307833	8.268568659	-2.447030166	0.044853515	0.999932036	-4.539962317	NUDCD1
KIAA0754	-2.146388939	4.071131203	-2.446203183	0.044907526	0.999932036	-4.539990123	KIAA0754
LTN1	-1.803808749	1.342547073	-2.444785415	0.045000277	0.999932036	-4.540037811	LTN1
LOC728485	1.22055143	3.915958977	2.444780494	0.0450006	0.999932036	-4.540037976	LOC728485
MAP7D2	-1.269587558	3.421076768	-2.444694831	0.04500621	0.999932036	-4.540040858	MAP7D2
KMT2A	-0.987466374	4.031024251	-2.444509873	0.045018326	0.999932036	-4.540047081	KMT2A
ARID5B	-1.238369176	4.293539262	-2.443862459	0.045060764	0.999932036	-4.540068867	ARID5B
NA	1.221383176	2.441116889	2.443205676	0.045103857	0.999932036	-4.540090973	NA
NA	-1.262762276	4.516573549	-2.442461075	0.045152764	0.999932036	-4.540116041	NA
SH3PXD2B	0.837999169	9.480685852	2.442269039	0.045165387	0.999932036	-4.540122508	SH3PXD2B
IGHM	1.406752226	2.081887736	2.441485176	0.045216946	0.999932036	-4.540148906	IGHM
CTD-2118P12.1	1.146723441	4.1672084	2.441234173	0.045233469	0.999932036	-4.540157361	CTD-2118P12.1
SKIL	2.097318658	3.503330013	2.441210696	0.045235015	0.999932036	-4.540158152	SKIL
CCNE2	-1.239763646	5.409309922	-2.44120161	0.045235613	0.999932036	-4.540158458	CCNE2
NA	1.902197315	2.188410443	2.440900998	0.045255411	0.999932036	-4.540168584	NA
LOC101929289	-1.215024214	3.905253999	-2.440810761	0.045261355	0.999932036	-4.540171624	LOC101929289
SNX24	-1.247028474	3.720807498	-2.439825019	0.045326346	0.999932036	-4.540204839	SNX24
LOC100147773	1.638390455	3.309026995	2.439649109	0.045337953	0.999932036	-4.540210768	LOC100147773
LAMB3	1.585192865	5.965847989	2.439582642	0.04534234	0.999932036	-4.540213008	LAMB3
SEC14L3	-1.296720489	3.992416823	-2.439545932	0.045344763	0.999932036	-4.540214245	SEC14L3
LINC00462	1.675990377	3.166745734	2.439002043	0.045380678	0.999932036	-4.540232578	LINC00462
NA	0.968319178	4.836074047	2.438908171	0.04538688	0.999932036	-4.540235743	NA
HOXB-AS3	1.643888138	3.191615978	2.438862797	0.045389878	0.999932036	-4.540237272	HOXB-AS3
CNGA3	1.141579633	1.004457235	2.438496311	0.0454141	0.999932036	-4.540249628	CNGA3
SLC26A6	-1.273788672	3.109343075	-2.437244267	0.045496951	0.999932036	-4.540291852	SLC26A6
PSD	-1.070768059	3.305497403	-2.436526744	0.045544501	0.999932036	-4.540316057	PSD
IGHA1	1.251507989	2.404812617	2.43608867	0.045573558	0.999932036	-4.540330838	IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31
IGHG1	1.251507989	2.404812617	2.43608867	0.045573558	0.999932036	-4.540330838	
IGHM	1.251507989	2.404812617	2.43608867	0.045573558	0.999932036	-4.540330838	
IGHV3-23	1.251507989	2.404812617	2.43608867	0.045573558	0.999932036	-4.540330838	
IGHV4-31	1.251507989	2.404812617	2.43608867	0.045573558	0.999932036	-4.540330838	
NA	1.079715704	5.046245428	2.435793434	0.045593151	0.999932036	-4.540340801	NA
GALK1	1.841882107	3.919825806	2.435155844	0.045635493	0.999932036	-4.540362321	GALK1
MBLAC2	-0.920665577	5.95813478	-2.434786433	0.045660045	0.999932036	-4.540374791	MBLAC2
TCP11L2	1.814847304	3.566499784	2.434703493	0.045665559	0.999932036	-4.540377591	TCP11L2
NA	-1.441069216	2.678177019	-2.43368496	0.04573333	0.999932036	-4.540411983	NA
OR10D1P	1.181540027	3.012897898	2.43304152	0.045776197	0.999932036	-4.540433715	OR10D1P
KIR2DL4	1.939213599	2.207688639	2.432678454	0.045800403	0.999932036	-4.54044598	KIR2DL4
TMEM67	1.580366684	1.063133529	2.432479026	0.045813704	0.999932036	-4.540452717	TMEM67
NA	-0.971205753	5.158879408	-2.431993441	0.045846109	0.999932036	-4.540469124	NA
NA	-1.29849731	2.837374711	-2.431825285	0.045857336	0.999932036	-4.540474807	NA
NA	2.515548523	0.587244937	2.431661302	0.045868288	0.999932036	-4.540480348	NA
RELT	1.02034651	4.93514727	2.431486124	0.045879989	0.999932036	-4.540486269	RELT
FCGR2C	1.028690898	4.328763578	2.430866412	0.045921411	0.999932036	-4.540507215	FCGR2C
FGF12	1.065498745	4.063665551	2.429849678	0.045989452	0.999932036	-4.540541591	FGF12
FAM223A	-1.469844235	3.513199427	-2.429432204	0.04601742	0.999932036	-4.540555709	FAM223A /// FAM223B
FAM223B	-1.469844235	3.513199427	-2.429432204	0.04601742	0.999932036	-4.540555709	
SPON1	-1.479388873	2.666044288	-2.429276666	0.046027845	0.999932036	-4.54056097	SPON1
FBXL3	1.876298721	3.056111972	2.429066187	0.046041956	0.999932036	-4.540568089	FBXL3
RENBP	1.367240974	3.361046221	2.42875378	0.046062908	0.999932036	-4.540578657	RENBP
NA	0.819485678	4.621832619	2.428174014	0.046101817	0.999932036	-4.540598271	NA
MAGI1	-1.600351126	5.10729993	-2.426653619	0.046204014	0.999932036	-4.540649727	MAGI1
LYPD6	1.282436138	4.545661623	2.426493271	0.046214806	0.999932036	-4.540655155	LYPD6
CCDC36	2.216854792	3.908085564	2.426261083	0.046230437	0.999932036	-4.540663016	CCDC36
TPSAB1	1.034253254	3.712803046	2.42530955	0.046294553	0.999932036	-4.540695237	TPSAB1
ARPP21	2.152321402	2.641770189	2.42355721	0.046412868	0.999932036	-4.540754603	ARPP21
FOCAD	-2.489828428	1.556356807	-2.423182745	0.046438192	0.999932036	-4.540767294	FOCAD
GPATCH4	-0.815917467	7.809578893	-2.42296321	0.046453045	0.999932036	-4.540774734	GPATCH4
RP11-164P12.3	1.008793734	2.424364032	2.422344483	0.046494931	0.999932036	-4.540795708	RP11-164P12.3
C10orf53	1.267548017	3.386758099	2.421652854	0.0465418	0.999932036	-4.540819159	C10orf53
ATG10	1.283166702	3.556554866	2.421285106	0.04656674	0.999932036	-4.54083163	ATG10
GNB3	-1.049385471	5.422142603	-2.421147251	0.046576092	0.999932036	-4.540836305	GNB3
NA	1.726502072	1.524112018	2.421097644	0.046579458	0.999932036	-4.540837987	NA
NA	-1.093621248	3.929624288	-2.420703766	0.046606194	0.999932036	-4.540851347	NA
TTC32	-0.816457678	6.111996843	-2.420582357	0.046614438	0.999932036	-4.540855466	TTC32
LOC100507250	1.580203386	3.145015948	2.420547188	0.046616826	0.999932036	-4.540856659	LOC100507250
