


Id	Name	GeneId	raw P-value	FDR
GO:0003677	DNA binding	PATZ1	2.57E-01	1.0
GO:0003677	DNA binding	TELO2	2.57E-01	1.0
GO:0003677	DNA binding	SLC2A4RG	2.57E-01	1.0
GO:0038023	signaling receptor activity	CSF1	2.84E-01	1.0
GO:0038023	signaling receptor activity	GDF15	2.84E-01	1.0
GO:0038023	signaling receptor activity	FZD7	2.84E-01	1.0
GO:0038023	signaling receptor activity	IFNGR2	2.84E-01	1.0
GO:0038023	signaling receptor activity	PTCH1	2.84E-01	1.0
GO:0038023	signaling receptor activity	PTAFR	2.84E-01	1.0
GO:0038023	signaling receptor activity	LIF	2.84E-01	1.0
GO:0038023	signaling receptor activity	BMP7	2.84E-01	1.0
GO:0038023	signaling receptor activity	PRLR	2.84E-01	1.0
GO:0038023	signaling receptor activity	IL17RB	2.84E-01	1.0
GO:0038023	signaling receptor activity	HBP1	2.84E-01	1.0
GO:0038023	signaling receptor activity	NECTIN4	2.84E-01	1.0
GO:0038023	signaling receptor activity	IL6ST	2.84E-01	1.0
GO:0038023	signaling receptor activity	SHANK2	2.84E-01	1.0
GO:0060089	molecular transducer activity	CSF1	4.91E-01	1.0
GO:0060089	molecular transducer activity	GDF15	4.91E-01	1.0
GO:0060089	molecular transducer activity	FZD7	4.91E-01	1.0
GO:0060089	molecular transducer activity	IFNGR2	4.91E-01	1.0
GO:0060089	molecular transducer activity	PTCH1	4.91E-01	1.0
GO:0060089	molecular transducer activity	PTAFR	4.91E-01	1.0
GO:0060089	molecular transducer activity	LIF	4.91E-01	1.0
GO:0060089	molecular transducer activity	PRPF4B	4.91E-01	1.0
GO:0060089	molecular transducer activity	BMP7	4.91E-01	1.0
GO:0060089	molecular transducer activity	PRLR	4.91E-01	1.0
GO:0060089	molecular transducer activity	IL17RB	4.91E-01	1.0
GO:0060089	molecular transducer activity	CCNE2	4.91E-01	1.0
GO:0060089	molecular transducer activity	CCNG2	4.91E-01	1.0
GO:0060089	molecular transducer activity	HBP1	4.91E-01	1.0
GO:0060089	molecular transducer activity	NECTIN4	4.91E-01	1.0
GO:0060089	molecular transducer activity	IL6ST	4.91E-01	1.0
GO:0060089	molecular transducer activity	SHANK2	4.91E-01	1.0
GO:0003676	nucleic acid binding	CYFIP2	7.17E-02	1.0
GO:0003676	nucleic acid binding	KDM3A	7.17E-02	1.0
GO:0003676	nucleic acid binding	MCM7	7.17E-02	1.0
GO:0003676	nucleic acid binding	MEPCE	7.17E-02	1.0
GO:0003676	nucleic acid binding	SRSF1	7.17E-02	1.0
GO:0003676	nucleic acid binding	JADE2	7.17E-02	1.0
GO:0003676	nucleic acid binding	EFTUD2	7.17E-02	1.0
GO:0003676	nucleic acid binding	LIMA1	7.17E-02	1.0
GO:0003676	nucleic acid binding	DBP	7.17E-02	1.0
GO:0003676	nucleic acid binding	HNRNPDL	7.17E-02	1.0
GO:0003676	nucleic acid binding	TRA2A	7.17E-02	1.0
GO:0003676	nucleic acid binding	CREB3L2	7.17E-02	1.0
GO:0003676	nucleic acid binding	HABP4	7.17E-02	1.0
GO:0003676	nucleic acid binding	E2F2	7.17E-02	1.0
GO:0003676	nucleic acid binding	PATZ1	7.17E-02	1.0
GO:0003676	nucleic acid binding	TOE1	7.17E-02	1.0
GO:0003676	nucleic acid binding	TIPIN	7.17E-02	1.0
GO:0003676	nucleic acid binding	JUN	7.17E-02	1.0
GO:0003676	nucleic acid binding	NCAPH2	7.17E-02	1.0
GO:0003676	nucleic acid binding	STAT3	7.17E-02	1.0
GO:0003676	nucleic acid binding	SAMD4A	7.17E-02	1.0
GO:0003676	nucleic acid binding	ARID5B	7.17E-02	1.0
GO:0003676	nucleic acid binding	FOS	7.17E-02	1.0
GO:0003676	nucleic acid binding	SMAD6	7.17E-02	1.0
GO:0003676	nucleic acid binding	KLF3	7.17E-02	1.0
GO:0003676	nucleic acid binding	TRERF1	7.17E-02	1.0
GO:0003676	nucleic acid binding	LARP6	7.17E-02	1.0
GO:0003676	nucleic acid binding	BYSL	7.17E-02	1.0
GO:0003676	nucleic acid binding	OAS3	7.17E-02	1.0
GO:0003676	nucleic acid binding	MAFF	7.17E-02	1.0
GO:0003676	nucleic acid binding	TPP1	7.17E-02	1.0
GO:0003676	nucleic acid binding	MCM5	7.17E-02	1.0
GO:0003676	nucleic acid binding	NOL12	7.17E-02	1.0
GO:0003676	nucleic acid binding	TELO2	7.17E-02	1.0
GO:0003676	nucleic acid binding	SLC2A4RG	7.17E-02	1.0
GO:0003676	nucleic acid binding	EIF3B	7.17E-02	1.0
GO:0003676	nucleic acid binding	CPEB4	7.17E-02	1.0
GO:0016740	transferase activity	DTYMK	7.17E-02	1.0
GO:0016740	transferase activity	ALAS1	7.17E-02	1.0
GO:0016740	transferase activity	UHRF1	7.17E-02	1.0
GO:0016740	transferase activity	MEPCE	7.17E-02	1.0
GO:0016740	transferase activity	WDR4	7.17E-02	1.0
GO:0016740	transferase activity	RNF19B	7.17E-02	1.0
GO:0016740	transferase activity	UBE2L6	7.17E-02	1.0
GO:0016740	transferase activity	AK4	7.17E-02	1.0
GO:0016740	transferase activity	GSTT1	7.17E-02	1.0
GO:0016740	transferase activity	SAT2	7.17E-02	1.0
GO:0016740	transferase activity	COMT	7.17E-02	1.0
GO:0016740	transferase activity	SAT1	7.17E-02	1.0
GO:0016740	transferase activity	IGF1R	7.17E-02	1.0
GO:0016740	transferase activity	HK1	7.17E-02	1.0
GO:0016740	transferase activity	KHK	7.17E-02	1.0
GO:0016740	transferase activity	MAT2A	7.17E-02	1.0
GO:0016740	transferase activity	ERBB4	7.17E-02	1.0
GO:0016740	transferase activity	PIM1	7.17E-02	1.0
GO:0016740	transferase activity	PDK3	7.17E-02	1.0
GO:0016740	transferase activity	NEK2	7.17E-02	1.0
GO:0016740	transferase activity	CHML	7.17E-02	1.0
GO:0016740	transferase activity	KANSL1L	7.17E-02	1.0
GO:0016740	transferase activity	ST3GAL1	7.17E-02	1.0
GO:0016740	transferase activity	PLK3	7.17E-02	1.0
GO:0016740	transferase activity	CERS4	7.17E-02	1.0
GO:0016740	transferase activity	GADD45B	7.17E-02	1.0
GO:0016740	transferase activity	PRPF4B	7.17E-02	1.0
GO:0016740	transferase activity	COASY	7.17E-02	1.0
GO:0016740	transferase activity	TPST2	7.17E-02	1.0
GO:0016740	transferase activity	WEE1	7.17E-02	1.0
GO:0016740	transferase activity	GPRC5A	7.17E-02	1.0
GO:0016740	transferase activity	LATS2	7.17E-02	1.0
GO:0016740	transferase activity	CCNE2	7.17E-02	1.0
GO:0016740	transferase activity	CCNG2	7.17E-02	1.0
GO:0016740	transferase activity	OAS3	7.17E-02	1.0
GO:0016740	transferase activity	TPP1	7.17E-02	1.0
GO:0016740	transferase activity	EPHA2	7.17E-02	1.0
GO:1901363	heterocyclic compound binding	CYFIP2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	KDM3A	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	MCM7	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	MEPCE	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	SRSF1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	JADE2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	EFTUD2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	LIMA1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	DBP	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	HNRNPDL	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	TRA2A	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	CREB3L2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	HABP4	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	E2F2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	PATZ1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	SLC19A1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	TOE1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	TIPIN	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	JUN	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	NCAPH2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	STAT3	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	SAMD4A	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	ARID5B	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	FOS	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	SMAD6	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	KLF3	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	TRERF1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	LARP6	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	BYSL	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	OAS3	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	MAFF	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	TPP1	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	MCM5	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	NOL12	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	TELO2	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	SLC2A4RG	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	EIF3B	9.66E-02	1.0
GO:1901363	heterocyclic compound binding	CPEB4	9.66E-02	1.0
GO:0016787	hydrolase activity	TOE1	7.80E-02	1.0
GO:0016787	hydrolase activity	ABCC1	7.80E-02	1.0
GO:0016787	hydrolase activity	ATP8B2	7.80E-02	1.0
GO:0016787	hydrolase activity	RGS16	7.80E-02	1.0
GO:0016787	hydrolase activity	CARD8	7.80E-02	1.0
GO:0016787	hydrolase activity	TBC1D2B	7.80E-02	1.0
GO:0016787	hydrolase activity	PSEN1	7.80E-02	1.0
GO:0016787	hydrolase activity	GNS	7.80E-02	1.0
GO:0016787	hydrolase activity	TIMM50	7.80E-02	1.0
GO:0016787	hydrolase activity	EFTUD2	7.80E-02	1.0
GO:0016787	hydrolase activity	LIMA1	7.80E-02	1.0
GO:0016787	hydrolase activity	BACE2	7.80E-02	1.0
GO:0016787	hydrolase activity	MYO1E	7.80E-02	1.0
GO:0016787	hydrolase activity	PLPP5	7.80E-02	1.0
GO:0016787	hydrolase activity	RAB30	7.80E-02	1.0
GO:0016787	hydrolase activity	BRIP1	7.80E-02	1.0
GO:0016787	hydrolase activity	NEU1	7.80E-02	1.0
GO:0016787	hydrolase activity	TIMP2	7.80E-02	1.0
GO:0016787	hydrolase activity	TIMP3	7.80E-02	1.0
GO:0016787	hydrolase activity	TPP1	7.80E-02	1.0
GO:0016787	hydrolase activity	HBP1	7.80E-02	1.0
GO:0016787	hydrolase activity	KIF3C	7.80E-02	1.0
GO:0016787	hydrolase activity	ARSD	7.80E-02	1.0
GO:0005515	protein binding	CEP57	6.91E-01	1.0
GO:0005515	protein binding	IRS1	6.91E-01	1.0
GO:0005515	protein binding	RNF19B	6.91E-01	1.0
GO:0005515	protein binding	UBE2L6	6.91E-01	1.0
GO:0005515	protein binding	SGF29	6.91E-01	1.0
GO:0005515	protein binding	IGF1R	6.91E-01	1.0
GO:0005515	protein binding	PAGR1	6.91E-01	1.0
GO:0005515	protein binding	ING5	6.91E-01	1.0
GO:0005515	protein binding	TIMP2	6.91E-01	1.0
GO:0005515	protein binding	TIMP3	6.91E-01	1.0
GO:0005515	protein binding	PHACTR2	6.91E-01	1.0
GO:0005515	protein binding	IFNGR2	6.91E-01	1.0
GO:0005515	protein binding	TBC1D2B	6.91E-01	1.0
GO:0005515	protein binding	PPRC1	6.91E-01	1.0
GO:0005515	protein binding	PRLR	6.91E-01	1.0
GO:0005515	protein binding	EML2	6.91E-01	1.0
GO:0005515	protein binding	IL17RB	6.91E-01	1.0
GO:0005515	protein binding	GPRC5A	6.91E-01	1.0
GO:0005515	protein binding	CCNE2	6.91E-01	1.0
GO:0005515	protein binding	RAPGEF1	6.91E-01	1.0
GO:0005515	protein binding	IL6ST	6.91E-01	1.0
GO:0005515	protein binding	SHANK2	6.91E-01	1.0
GO:0005515	protein binding	SYNPO2	6.91E-01	1.0
GO:0005515	protein binding	PPL	6.91E-01	1.0
GO:0005515	protein binding	LTBP1	6.91E-01	1.0
GO:0005515	protein binding	RAB11FIP1	6.91E-01	1.0
GO:0005515	protein binding	E2F2	6.91E-01	1.0
GO:0005515	protein binding	KIF3C	6.91E-01	1.0
GO:0005515	protein binding	CHML	6.91E-01	1.0
GO:0005515	protein binding	KANSL1L	6.91E-01	1.0
GO:0005515	protein binding	MCL1	6.91E-01	1.0
GO:0005515	protein binding	JUN	6.91E-01	1.0
GO:0005515	protein binding	GSN	6.91E-01	1.0
GO:0005515	protein binding	GDF15	6.91E-01	1.0
GO:0005515	protein binding	FZD7	6.91E-01	1.0
GO:0005515	protein binding	CARD8	6.91E-01	1.0
GO:0005515	protein binding	PTCH1	6.91E-01	1.0
GO:0005515	protein binding	RITA1	6.91E-01	1.0
GO:0005515	protein binding	LIF	6.91E-01	1.0
GO:0005515	protein binding	TRERF1	6.91E-01	1.0
GO:0005515	protein binding	BMP7	6.91E-01	1.0
GO:0005515	protein binding	IGF2R	6.91E-01	1.0
GO:0005515	protein binding	MYO1E	6.91E-01	1.0
GO:0005515	protein binding	POLA2	6.91E-01	1.0
GO:0005515	protein binding	CCNG2	6.91E-01	1.0
GO:0005515	protein binding	TNFSF9	6.91E-01	1.0
GO:0005515	protein binding	TUBGCP3	6.91E-01	1.0
GO:0005515	protein binding	HBP1	6.91E-01	1.0
GO:0005515	protein binding	NECTIN4	6.91E-01	1.0
GO:0003824	catalytic activity	KDM5B	6.00E-01	1.0
GO:0003824	catalytic activity	ALAS1	6.00E-01	1.0
GO:0003824	catalytic activity	KDM1A	6.00E-01	1.0
GO:0003824	catalytic activity	MCM7	6.00E-01	1.0
GO:0003824	catalytic activity	WDR4	6.00E-01	1.0
GO:0003824	catalytic activity	RNF19B	6.00E-01	1.0
GO:0003824	catalytic activity	UBE2L6	6.00E-01	1.0
GO:0003824	catalytic activity	SAT2	6.00E-01	1.0
GO:0003824	catalytic activity	COMT	6.00E-01	1.0
GO:0003824	catalytic activity	ENO2	6.00E-01	1.0
GO:0003824	catalytic activity	SAT1	6.00E-01	1.0
GO:0003824	catalytic activity	IGF1R	6.00E-01	1.0
GO:0003824	catalytic activity	HK1	6.00E-01	1.0
GO:0003824	catalytic activity	KHK	6.00E-01	1.0
GO:0003824	catalytic activity	EFTUD2	6.00E-01	1.0
GO:0003824	catalytic activity	TIMP2	6.00E-01	1.0
GO:0003824	catalytic activity	PIM1	6.00E-01	1.0
GO:0003824	catalytic activity	TIMP3	6.00E-01	1.0
GO:0003824	catalytic activity	PDK3	6.00E-01	1.0
GO:0003824	catalytic activity	NEK2	6.00E-01	1.0
GO:0003824	catalytic activity	CERS4	6.00E-01	1.0
GO:0003824	catalytic activity	ABCC1	6.00E-01	1.0
GO:0003824	catalytic activity	TET1	6.00E-01	1.0
GO:0003824	catalytic activity	TBC1D2B	6.00E-01	1.0
GO:0003824	catalytic activity	PRPF4B	6.00E-01	1.0
GO:0003824	catalytic activity	COASY	6.00E-01	1.0
GO:0003824	catalytic activity	TPST2	6.00E-01	1.0
GO:0003824	catalytic activity	BACE2	6.00E-01	1.0
GO:0003824	catalytic activity	PLPP5	6.00E-01	1.0
GO:0003824	catalytic activity	RAB30	6.00E-01	1.0
GO:0003824	catalytic activity	GPRC5A	6.00E-01	1.0
GO:0003824	catalytic activity	LATS2	6.00E-01	1.0
GO:0003824	catalytic activity	CCNE2	6.00E-01	1.0
GO:0003824	catalytic activity	CHDH	6.00E-01	1.0
GO:0003824	catalytic activity	OAS3	6.00E-01	1.0
GO:0003824	catalytic activity	ALDH7A1	6.00E-01	1.0
GO:0003824	catalytic activity	EPHA2	6.00E-01	1.0
GO:0003824	catalytic activity	TSTA3	6.00E-01	1.0
GO:0003824	catalytic activity	DTYMK	6.00E-01	1.0
GO:0003824	catalytic activity	KDM3A	6.00E-01	1.0
GO:0003824	catalytic activity	UHRF1	6.00E-01	1.0
GO:0003824	catalytic activity	RGS16	6.00E-01	1.0
GO:0003824	catalytic activity	MEPCE	6.00E-01	1.0
GO:0003824	catalytic activity	AK4	6.00E-01	1.0
GO:0003824	catalytic activity	GSTT1	6.00E-01	1.0
GO:0003824	catalytic activity	PSEN1	6.00E-01	1.0
GO:0003824	catalytic activity	CYP4F22	6.00E-01	1.0
GO:0003824	catalytic activity	GNS	6.00E-01	1.0
GO:0003824	catalytic activity	TIMM50	6.00E-01	1.0
GO:0003824	catalytic activity	LIMA1	6.00E-01	1.0
GO:0003824	catalytic activity	BRIP1	6.00E-01	1.0
GO:0003824	catalytic activity	MAT2A	6.00E-01	1.0
GO:0003824	catalytic activity	ERBB4	6.00E-01	1.0
GO:0003824	catalytic activity	NEU1	6.00E-01	1.0
GO:0003824	catalytic activity	KIF3C	6.00E-01	1.0
GO:0003824	catalytic activity	CHML	6.00E-01	1.0
GO:0003824	catalytic activity	ARSD	6.00E-01	1.0
GO:0003824	catalytic activity	KANSL1L	6.00E-01	1.0
GO:0003824	catalytic activity	ST3GAL1	6.00E-01	1.0
GO:0003824	catalytic activity	TOE1	6.00E-01	1.0
GO:0003824	catalytic activity	PLK3	6.00E-01	1.0
GO:0003824	catalytic activity	GINS2	6.00E-01	1.0
GO:0003824	catalytic activity	GADD45B	6.00E-01	1.0
GO:0003824	catalytic activity	ATP8B2	6.00E-01	1.0
GO:0003824	catalytic activity	SMOX	6.00E-01	1.0
GO:0003824	catalytic activity	CARD8	6.00E-01	1.0
GO:0003824	catalytic activity	DHODH	6.00E-01	1.0
GO:0003824	catalytic activity	SQLE	6.00E-01	1.0
GO:0003824	catalytic activity	TTC9	6.00E-01	1.0
GO:0003824	catalytic activity	MYO1E	6.00E-01	1.0
GO:0003824	catalytic activity	GALE	6.00E-01	1.0
GO:0003824	catalytic activity	WEE1	6.00E-01	1.0
GO:0003824	catalytic activity	CCNG2	6.00E-01	1.0
GO:0003824	catalytic activity	TPP1	6.00E-01	1.0
GO:0003824	catalytic activity	POLR3H	6.00E-01	1.0
GO:0003824	catalytic activity	HBP1	6.00E-01	1.0
GO:0003824	catalytic activity	PAM	6.00E-01	1.0
GO:0003824	catalytic activity	MMACHC	6.00E-01	1.0
GO:0005488	binding	CYFIP2	2.89E-01	1.0
GO:0005488	binding	ITGB1	2.89E-01	1.0
GO:0005488	binding	CEP57	2.89E-01	1.0
GO:0005488	binding	MCM7	2.89E-01	1.0
GO:0005488	binding	IRS1	2.89E-01	1.0
GO:0005488	binding	RNF19B	2.89E-01	1.0
GO:0005488	binding	UBE2L6	2.89E-01	1.0
GO:0005488	binding	SAT2	2.89E-01	1.0
GO:0005488	binding	JADE2	2.89E-01	1.0
GO:0005488	binding	SGF29	2.89E-01	1.0
GO:0005488	binding	SAT1	2.89E-01	1.0
GO:0005488	binding	ICAM1	2.89E-01	1.0
GO:0005488	binding	IGF1R	2.89E-01	1.0
GO:0005488	binding	EFTUD2	2.89E-01	1.0
GO:0005488	binding	PAGR1	2.89E-01	1.0
GO:0005488	binding	ING5	2.89E-01	1.0
GO:0005488	binding	DBP	2.89E-01	1.0
GO:0005488	binding	CREB3L2	2.89E-01	1.0
GO:0005488	binding	HABP4	2.89E-01	1.0
GO:0005488	binding	TIMP2	2.89E-01	1.0
GO:0005488	binding	TIMP3	2.89E-01	1.0
GO:0005488	binding	PHACTR2	2.89E-01	1.0
GO:0005488	binding	TIPIN	2.89E-01	1.0
GO:0005488	binding	IFNGR2	2.89E-01	1.0
GO:0005488	binding	ARID5B	2.89E-01	1.0
GO:0005488	binding	TET1	2.89E-01	1.0
GO:0005488	binding	TBC1D2B	2.89E-01	1.0
GO:0005488	binding	FOS	2.89E-01	1.0
GO:0005488	binding	PPRC1	2.89E-01	1.0
GO:0005488	binding	PRLR	2.89E-01	1.0
GO:0005488	binding	EML2	2.89E-01	1.0
GO:0005488	binding	IL17RB	2.89E-01	1.0
GO:0005488	binding	GPRC5A	2.89E-01	1.0
GO:0005488	binding	CCNE2	2.89E-01	1.0
GO:0005488	binding	OAS3	2.89E-01	1.0
GO:0005488	binding	RAPGEF1	2.89E-01	1.0
GO:0005488	binding	MCM5	2.89E-01	1.0
GO:0005488	binding	IL6ST	2.89E-01	1.0
GO:0005488	binding	TELO2	2.89E-01	1.0
GO:0005488	binding	SHANK2	2.89E-01	1.0
GO:0005488	binding	KDM3A	2.89E-01	1.0
GO:0005488	binding	SYNPO2	2.89E-01	1.0
GO:0005488	binding	PTAFR	2.89E-01	1.0
GO:0005488	binding	MEPCE	2.89E-01	1.0
GO:0005488	binding	SRSF1	2.89E-01	1.0
GO:0005488	binding	NMD3	2.89E-01	1.0
GO:0005488	binding	PPL	2.89E-01	1.0
GO:0005488	binding	LTBP1	2.89E-01	1.0
GO:0005488	binding	GNS	2.89E-01	1.0
GO:0005488	binding	LIMA1	2.89E-01	1.0
GO:0005488	binding	RAB11FIP1	2.89E-01	1.0
GO:0005488	binding	HNRNPDL	2.89E-01	1.0
GO:0005488	binding	TRA2A	2.89E-01	1.0
GO:0005488	binding	E2F2	2.89E-01	1.0
GO:0005488	binding	KIF3C	2.89E-01	1.0
GO:0005488	binding	CHML	2.89E-01	1.0
GO:0005488	binding	PATZ1	2.89E-01	1.0
GO:0005488	binding	KANSL1L	2.89E-01	1.0
GO:0005488	binding	SLC19A1	2.89E-01	1.0
GO:0005488	binding	MCL1	2.89E-01	1.0
GO:0005488	binding	TOE1	2.89E-01	1.0
GO:0005488	binding	JUN	2.89E-01	1.0
GO:0005488	binding	GSN	2.89E-01	1.0
GO:0005488	binding	GDF15	2.89E-01	1.0
GO:0005488	binding	FZD7	2.89E-01	1.0
GO:0005488	binding	NCAPH2	2.89E-01	1.0
GO:0005488	binding	CARD8	2.89E-01	1.0
GO:0005488	binding	PTCH1	2.89E-01	1.0
GO:0005488	binding	STAT3	2.89E-01	1.0
GO:0005488	binding	RITA1	2.89E-01	1.0
GO:0005488	binding	LIF	2.89E-01	1.0
GO:0005488	binding	SAMD4A	2.89E-01	1.0
GO:0005488	binding	SMAD6	2.89E-01	1.0
GO:0005488	binding	KLF3	2.89E-01	1.0
GO:0005488	binding	TRERF1	2.89E-01	1.0
GO:0005488	binding	BMP7	2.89E-01	1.0
GO:0005488	binding	SORL1	2.89E-01	1.0
GO:0005488	binding	LARP6	2.89E-01	1.0
GO:0005488	binding	IGF2R	2.89E-01	1.0
GO:0005488	binding	BYSL	2.89E-01	1.0
GO:0005488	binding	TTC9	2.89E-01	1.0
GO:0005488	binding	MYO1E	2.89E-01	1.0
GO:0005488	binding	POLA2	2.89E-01	1.0
GO:0005488	binding	CCNG2	2.89E-01	1.0
GO:0005488	binding	MAFF	2.89E-01	1.0
GO:0005488	binding	TNFSF9	2.89E-01	1.0
GO:0005488	binding	TPP1	2.89E-01	1.0
GO:0005488	binding	TUBGCP3	2.89E-01	1.0
GO:0005488	binding	HBP1	2.89E-01	1.0
GO:0005488	binding	NOL12	2.89E-01	1.0
GO:0005488	binding	NECTIN4	2.89E-01	1.0
GO:0005488	binding	MMACHC	2.89E-01	1.0
GO:0005488	binding	SLC2A4RG	2.89E-01	1.0
GO:0005488	binding	EIF3B	2.89E-01	1.0
GO:0005488	binding	CPEB4	2.89E-01	1.0


